recipe_id,section,item,ingredient,quantity,price,quantities,raw_ingredients,simplified_ingredients
53,Fruits and vegetables,"Tesco Cut Basil 30G, £0.52 each",10g fresh basil,1,£0.52,10g,fresh basil,basil
53,Fruits and vegetables,"Tesco Organic Pepper 250G, £1.60 each",2 mixed-coloured peppers,1,£1.60,2,mixed-coloured peppers,pepper
53,Fruits and vegetables,"Tesco British Frilly Leaf Salad 120G, £1.10 each",100g mixed leaf salad,1,£1.10,100g,mixed leaf salad,mixed leaf salad
53,Fruits and vegetables,"Loose Red Onions Class 2 0.21kg, £0.21 / 0.21kg",1 red onion,0.21,£0.21,1,red onion,onion
54,Fruits and vegetables,"Suntrail Lemons Minimum 4 Pack, £0.55 each",2 lemons,1,£0.55,2,lemons,lemon
54,Fruits and vegetables,"Tesco Mint 30G, £0.52 each",30g fresh mint,1,£0.52,30g,fresh mint,mint
54,Fruits and vegetables,"Tesco Red Cabbage Each, £0.65 each",320g red cabbage,1,£0.65,320g,red cabbage,cabbage
56,Fruits and vegetables,"Tesco Cut Basil 30G, £0.52 each",30g fresh basil,1,£0.52,30g,fresh basil,basil
56,Fruits and vegetables,"Tesco Organic Garlic 3 Pack, £1.00 each",4 garlic cloves,1,£1.00,4 cloves,garlic,garlic
57,Fruits and vegetables,"Tesco Fresh Cut Coriander 30G, £0.52 each",15g fresh coriander,1,£0.52,15g,fresh coriander,coriander
57,Fruits and vegetables,"Loose Red Onions Class 2 0.21kg, £0.21 / 0.21kg",2 red onions,0.21,£0.21,2,red onions,onion
58,Fruits and vegetables,"Tesco Finest Sugarbelle Tomatoes 220G, £1.80 each",200g cherry tomatoes,1,£1.80,200g,cherry tomatoes,tomato
58,Fruits and vegetables,"Tesco Fresh Cut Coriander 30G, £0.52 each",10g coriander,1,£0.52,10g,coriander,coriander
58,Fruits and vegetables,"Tesco Limes 5 Pack, £1.20 each",1 the juice of lime,1,£1.20,1,the juice of lime,lime
58,Fruits and vegetables,"Redmere Farms Garlic 4 Pack, £0.95 each",2 garlic cloves,1,£0.95,2 cloves,garlic,garlic
58,Fruits and vegetables,"Loose Brown Onions 0.12kg, £0.12 / 0.12kg",1 onion,0.12,£0.12,1,onion,onion
58,Fruits and vegetables,"Tesco Organic Pepper 250G, £1.60 each",1 red pepper,1,£1.60,1,red pepper,pepper
58,Fruits and vegetables,"Tesco Red Chillies 60G, £0.70 each",0.5 red chilli,1,£0.70,0.5,red chilli,chilli
58,Fruits and vegetables,"Loose Red Onions Class 2 0.21kg, £0.21 / 0.21kg",0.5 red onion,0.21,£0.21,0.5,red onion,onion
58,Fruits and vegetables,"Tesco Large Sweet Potatoes Loose Class 1 0.35kg, £0.39 / 0.35kg",500g sweet potatoes,0.7,£0.77,500g,sweet potatoes,potato
59,Fruits and vegetables,"Nightingale Farms Cherry Tomatoes 250G, £0.65 each",250g cherry tomatoes,1,£0.65,250g,cherry tomatoes,tomato
59,Fruits and vegetables,"Tesco Fresh Cut Coriander 30G, £0.52 each",10g fresh coriander,1,£0.52,10g,fresh coriander,coriander
59,Fruits and vegetables,"Suntrail Lemons Minimum 4 Pack, £0.55 each",0.5 lemon,1,£0.55,0.5,lemon,lemon
59,Fruits and vegetables,"Tesco Organic Pepper 250G, £1.60 each",2 mixed peppers,1,£1.60,2,mixed peppers,pepper
59,Fruits and vegetables,"Tesco Red Onions 3Pack Minimum, £1.00 each",2.5 red onions,1,£1.00,2.5,red onions,onion
59,Fruits and vegetables,"Iceberg Lettuce Each, £0.70 each",0.5 iceberg lettuce shredded,1,£0.70,0.5,iceberg lettuce shredded,lettuce
60,Fruits and vegetables,"Tesco Organic Garlic 3 Pack, £1.00 each",3 garlic cloves,1,£1.00,3 cloves,garlic,garlic
60,Fruits and vegetables,"Tesco Limes 5 Pack, £1.20 each",1 lime,1,£1.20,1,lime,lime
60,Fruits and vegetables,"Tesco Shredded Savoy Cabbage 750G, £1.20 each",200g savoy cabbage,1,£1.20,200g,savoy cabbage,cabbage
60,Fruits and vegetables,"Tesco Bunched Spring Onions 100G, £0.50 each",100g spring onions,1,£0.50,100g,spring onions,spring onion
61,Fruits and vegetables,"Tesco Bay Leaves 3G, £0.90 each",2 bay leaves,1,£0.90,2,bay leaves,bay leaf
61,Fruits and vegetables,"Tesco Carrots Loose 0.16kg, £0.08 / 0.16kg",3 carrots,0.32,£0.16,3,carrots,carrot
61,Fruits and vegetables,"Leeks Loose Class 2 0.25kg, £0.63 / 0.25kg",2 leeks,0.25,£0.63,2,leeks,leeks
61,Fruits and vegetables,"Loose Brown Onions 0.12kg, £0.12 / 0.12kg",3 onions,0.36,£0.36,3,onions,onion
61,Fruits and vegetables,"Tesco Peeled Potatoes 700G, £1.25 each",2 potatoes,1,£1.25,2,potatoes,potato
62,Fruits and vegetables,"Nightingale Farms Cherry Tomatoes 250G, £0.65 each",250g cherry tomatoes,1,£0.65,250g,cherry tomatoes,tomato
62,Fruits and vegetables,"Tesco Red Chillies 60G, £0.70 each",0.5 chilli,1,£0.70,0.5,chilli,chilli
62,Fruits and vegetables,"Tesco Fresh Cut Coriander 30G, £0.52 each",15g coriander,1,£0.52,15g,coriander,coriander
62,Fruits and vegetables,"Tesco Limes 5 Pack, £1.20 each",1 lime,1,£1.20,1,lime,lime
62,Fruits and vegetables,"Nightingale Farms Peppers 375G, £1.35 each",3 mixed peppers,1,£1.35,3,mixed peppers,pepper
62,Fruits and vegetables,"Tesco Red Onions 3Pack Minimum, £1.00 each",3 red onions,1,£1.00,3,red onions,onion
63,Fruits and vegetables,"Tesco Bay Leaves 3G, £0.90 each",1 bay leaf,1,£0.90,1,bay leaf,bay leaf
63,Fruits and vegetables,"Tesco Carrots Loose 0.16kg, £0.08 / 0.16kg",3 carrots,0.32,£0.16,3,carrots,carrot
63,Fruits and vegetables,"Tesco Celery Sticks 250G, £0.85 each",2 celery sticks,1,£0.85,2 sticks,celery,celery
63,Fruits and vegetables,"Tesco Fresh Cut Flat Leaf Parsley 30G, £0.60 each",30g fresh flat-leaf parsley,1,£0.60,30g,fresh flat-leaf parsley,parsley
63,Fruits and vegetables,"Tesco Organic Garlic 3 Pack, £1.00 each",3 garlic cloves,1,£1.00,3 cloves,garlic,garlic
63,Fruits and vegetables,"Loose Brown Onions 0.12kg, £0.12 / 0.12kg",1 onion,0.12,£0.12,1,onion,onion
63,Fruits and vegetables,"Tesco Swede, £0.80 each",1 swede,1,£0.80,1,swede,swede
64,Fruits and vegetables,"Tesco Celery Sticks 250G, £0.85 each",1 celery stick,1,£0.85,1 stick,celery,celery
64,Fruits and vegetables,"Tesco Finest Sugarbelle Tomatoes 220G, £1.80 each",8 cherry tomatoes,1,£1.80,8,cherry tomatoes,tomato
64,Fruits and vegetables,"Tesco Whole Large Cucumber, £0.95 each",0.3 cucumber,1,£0.95,0.3,cucumber,cucumber
64,Fruits and vegetables,"Suntrail Lemons Minimum 4 Pack, £0.55 each",1 lemon,1,£0.55,1,lemon,lemon
64,Fruits and vegetables,"Tesco Fresh Cut Curled Parsley 30G, £0.60 each",30g fresh parsley,1,£0.60,30g,fresh parsley,parsley
64,Fruits and vegetables,"Tesco Radish Pack 240G, £0.55 each",50g radishes,1,£0.55,50g,radishes,radish
64,Fruits and vegetables,"Tesco Mangetout 150G, £1.05 each",75g sugarsnap peas,1,£1.05,75g,sugarsnap peas,mangetout
65,Fruits and vegetables,"Organic Carrots 700G, £1.10 each",1kg carrots,2,£2.20,1kg,carrots,carrot
65,Fruits and vegetables,"Celeriac Catchweight 0.20kg, £0.29 / 0.2kg",1 celeriac,0.6,£0.87,1,celeriac,celeriac
65,Fruits and vegetables,"Tesco Celery Sticks 250G, £0.85 each",4 celery sticks,1,£0.85,4 sticks,celery,celery
65,Fruits and vegetables,"Redmere Farms Garlic 4 Pack, £0.95 each",2 garlic cloves,1,£0.95,2 clove,garlic,garlic
65,Fruits and vegetables,"Tesco Mint 30G, £0.52 each",mint leaves,1,£0.52,,mint leaves,mint
65,Fruits and vegetables,"Tesco Red Onions 3Pack Minimum, £1.00 each",3 red onions,1,£1.00,3,red onions,onion
66,Fruits and vegetables,"Redmere Farms Garlic 4 Pack, £0.95 each",2 cloves garlic,1,£0.95,2 cloves,garlic,garlic
66,Fruits and vegetables,"Tesco Red Chillies 60G, £0.70 each",1 red chilli,1,£0.70,1,red chilli,chilli
66,Fruits and vegetables,"Tesco Bunched Spring Onions 100G, £0.50 each",2 spring onions,1,£0.50,2,spring onions,spring onion
67,Fruits and vegetables,"Tesco Baby Spinach 220G, £1.35 each",125g baby spinach,1,£1.35,125g,baby spinach,baby spinach
67,Fruits and vegetables,"Celeriac Catchweight 0.20kg, £0.29 / 0.2kg",1 celeriac,0.6,£0.87,1,celeriac,celeriac
67,Fruits and vegetables,"Tesco Fresh Cut Coriander 30G, £0.52 each",15g fresh coriander,1,£0.52,15g,fresh coriander,coriander
67,Fruits and vegetables,"Tesco Limes 5 Pack, £1.20 each",0.5 lime,1,£1.20,0.5,lime,lime
67,Fruits and vegetables,"Redmere Farms Garlic 4 Pack, £0.95 each",2 garlic cloves,1,£0.95,2 cloves,garlic,garlic
67,Fruits and vegetables,"Loose Brown Onions 0.12kg, £0.12 / 0.12kg",1 onion,0.12,£0.12,1,onion,onion
68,Fruits and vegetables,"Tesco Bay Leaves 3G, £0.90 each",2 bay leaves,1,£0.90,2,bay leaves,bay leaf
68,Fruits and vegetables,"Tesco Carrots Loose 0.16kg, £0.08 / 0.16kg",3 carrots,0.32,£0.16,3,carrots,carrot
68,Fruits and vegetables,"Tesco Celery Sticks 250G, £0.85 each",2 celery sticks,1,£0.85,2 sticks,celery,celery
68,Fruits and vegetables,"Chestnut Mushrooms 250G, £1.10 each",485g chestnut mushrooms,2,£2.20,485g,chestnut mushrooms,mushroom
68,Fruits and vegetables,"Tesco Flat Leaf Parsley 100G, £1.25 each",100g flat-leaf parsley,1,£1.25,100g,flat-leaf parsley,parsley
68,Fruits and vegetables,"Tesco Sage 20G, £0.60 each",15g fresh sage leaves,1,£0.60,15g,fresh sage leaves,fresh sage leaves
68,Fruits and vegetables,"Tesco Organic Garlic 3 Pack, £1.00 each",4 garlic cloves,1,£1.00,4 cloves,garlic,garlic
68,Fruits and vegetables,"Loose Brown Onions 0.12kg, £0.12 / 0.12kg",3 onions,0.36,£0.36,3,onions,onion
69,Fruits and vegetables,"Tesco Fresh Cut Coriander 30G, £0.52 each",coriander,1,£0.52,,coriander,coriander
69,Fruits and vegetables,"Loose Brown Onions 0.12kg, £0.12 / 0.12kg",onions,0.12,£0.12,,onions,onion
70,Fruits and vegetables,"Tesco Dill 20G, £0.60 each",20g fresh dill,1,£0.60,20g,fresh dill,fresh dill
70,Fruits and vegetables,"Tesco Organic Garlic 3 Pack, £1.00 each",4 garlic cloves,1,£1.00,4 cloves,garlic,garlic
70,Fruits and vegetables,"Tesco Extra Large Brown Onions 2 Pack, £1.00 each",2 onions,1,£1.00,2,onions,onion
71,Fruits and vegetables,"Tesco Mint 30G, £0.52 each",3 mint leaves,1,£0.52,3,mint leaves,mint
72,Fruits and vegetables,"Redmere Farms Garlic 4 Pack, £0.95 each",2 garlic cloves,1,£0.95,2 cloves,garlic,garlic
72,Fruits and vegetables,"King Edward Potatoes 2.5Kg, £1.60 each",1kg king edward potatoes,1,£1.60,1kg,king edward potatoes,potato
72,Fruits and vegetables,"Tesco Rosemary 20G, £0.52 each",2 sprigs fresh rosemary,1,£0.52,2 sprigs,fresh rosemary,rosemary
73,Fruits and vegetables,"Tesco Tenderstem Broccoli 200G, £1.60 each",200g tenderstem broccoli,1,£1.60,200g,tenderstem broccoli,broccoli
73,Fruits and vegetables,"Tesco Cut Basil 30G, £0.52 each",10g fresh basil,1,£0.52,10g,fresh basil,basil
73,Fruits and vegetables,"Redmere Farms Garlic 4 Pack, £0.95 each",2 garlic cloves,1,£0.95,2 cloves,garlic,garlic
73,Fruits and vegetables,"Suntrail Lemons Minimum 4 Pack, £0.55 each",2 lemons,1,£0.55,2,lemons,lemon
73,Fruits and vegetables,"Tesco Extra Large Brown Onions 2 Pack, £1.00 each",2 onions,1,£1.00,2,onions,onion
74,Fruits and vegetables,"Tesco Fresh Cut Coriander 30G, £0.52 each",5g fresh coriander,1,£0.52,5g,fresh coriander,coriander
74,Fruits and vegetables,"Redmere Farms Garlic 4 Pack, £0.95 each",1 garlic clove,1,£0.95,1 clove,garlic,garlic
74,Fruits and vegetables,"Ginger Root Loose 0.10kg, £0.65 / 0.1kg",20g fresh ginger,0.1,£0.65,20g,fresh ginger,ginger
74,Fruits and vegetables,"Tesco Red Chillies 60G, £0.70 each",2 red chillies,1,£0.70,2,red chillies,chilli
74,Fruits and vegetables,"Tesco Bunched Spring Onions 100G, £0.50 each",100g spring onions,1,£0.50,100g,spring onions,spring onion
75,Fruits and vegetables,"Tesco Broccoli 375G, £0.86 each",1 head broccoli,1,£0.86,1 head,broccoli,broccoli
75,Fruits and vegetables,"Tesco Closed Cup Mushrooms 400G, £1.25 each",300g closed-cup mushrooms,1,£1.25,300g,closed-cup mushrooms,mushroom
75,Fruits and vegetables,"Redmere Farms Garlic 4 Pack, £0.95 each",1 garlic clove,1,£0.95,1 clove,garlic,garlic
75,Fruits and vegetables,"Tesco Fresh Cut Curled Parsley 30G, £0.60 each",15g fresh parsley,1,£0.60,15g,fresh parsley,parsley
75,Fruits and vegetables,"Loose Red Onions Class 2 0.21kg, £0.21 / 0.21kg",1 red onions,0.21,£0.21,1,red onions,onion
75,Fruits and vegetables,"Tesco Shredded Savoy Cabbage 750G, £1.20 each",0.5 savoy cabbage,1,£1.20,0.5,savoy cabbage,cabbage
76,Fruits and vegetables,"Tesco Fresh Cut Coriander 30G, £0.52 each",5g coriander,1,£0.52,5g,coriander,coriander
76,Fruits and vegetables,"Redmere Farms Garlic 4 Pack, £0.95 each",2 cloves garlic,1,£0.95,2 cloves,garlic,garlic
76,Fruits and vegetables,"Suntrail Lemons Minimum 4 Pack, £0.55 each",0.5 lemon,1,£0.55,0.5,lemon,lemon
76,Fruits and vegetables,"Loose Red Onions Class 2 0.21kg, £0.21 / 0.21kg",1 thinly sliced red onion,0.21,£0.21,1,thinly sliced red onion,onion
76,Fruits and vegetables,"Tesco Sweet Vine Ripened Tomatoes 255G, £1.20 each",1 salad tomato,1,£1.20,1,salad tomato,tomato
77,Fruits and vegetables,"Tesco Carrots Loose 0.16kg, £0.08 / 0.16kg",2 carrots,0.32,£0.16,2,carrots,carrot
77,Fruits and vegetables,"Tesco Celery Sticks 250G, £0.85 each",2 celery sticks,1,£0.85,2 sticks,celery,celery
77,Fruits and vegetables,"Tesco Green Beans 80G, £1.25 each",green beans,1,£1.25,,green beans,green beans
77,Fruits and vegetables,"Tesco Fresh Cut Curled Parsley 30G, £0.60 each",5g fresh parsley,1,£0.60,5g,fresh parsley,parsley
77,Fruits and vegetables,"Parsnips Loose Class 1 0.15kg, £0.19 / 0.15kg",300g parsnips,0.3,£0.37,300g,parsnips,parsnips
77,Fruits and vegetables,"Tesco Parmentier Potatoes 400G, £2.00 each",300g potatoes,1,£2.00,300g,potatoes,potato
77,Fruits and vegetables,"Loose Red Onions Class 2 0.21kg, £0.21 / 0.21kg",1 red onion,0.21,£0.21,1,red onion,onion
77,Fruits and vegetables,"Tesco Rosemary 20G, £0.52 each",5g fresh rosemary,1,£0.52,5g,fresh rosemary,rosemary
78,Fruits and vegetables,"Tesco British Maris Piper 1.25Kg, £1.00 each",800g maris piper potatoes,1,£1.00,800g,maris piper potatoes,potato
79,Fruits and vegetables,"Cauliflower Extra Large Each, £1.50 each",1 cauliflower,1,£1.50,1,cauliflower,cauliflower
79,Fruits and vegetables,"Suntrail Lemons Minimum 4 Pack, £0.55 each",1 lemon,1,£0.55,1,lemon,lemon
79,Fruits and vegetables,"Tesco Purple Sprouting Broccoli 200G, £1.80 each",200g purple sprouting broccoli,1,£1.80,200g,purple sprouting broccoli,broccoli
80,Fruits and vegetables,"Tesco Carrots Loose 0.16kg, £0.08 / 0.16kg",4 carrots,0.48,£0.24,4,carrots,carrot
80,Fruits and vegetables,"Celeriac Catchweight 0.20kg, £0.29 / 0.2kg",500g celeriac,0.6,£0.87,500g,celeriac,celeriac
80,Fruits and vegetables,"Tesco Organic Garlic 3 Pack, £1.00 each",4 garlic cloves,1,£1.00,4 cloves,garlic,garlic
80,Fruits and vegetables,"Tesco Extra Large Brown Onions 2 Pack, £1.00 each",2 onions,1,£1.00,2,onions,onion
80,Fruits and vegetables,"Parsnips Loose Class 1 0.15kg, £0.19 / 0.15kg",3 parsnips,0.3,£0.37,3,parsnips,parsnips
80,Fruits and vegetables,"Tesco Rosemary 20G, £0.52 each",10g fresh rosemary leaves,1,£0.52,10g,fresh rosemary leaves,rosemary
81,Fruits and vegetables,"Tesco Fresh Cut Coriander 30G, £0.52 each",15g fresh coriander,1,£0.52,15g,fresh coriander,coriander
81,Fruits and vegetables,"Redmere Farms Garlic 4 Pack, £0.95 each",2 garlic cloves,1,£0.95,2 cloves,garlic,garlic
81,Fruits and vegetables,"Ginger Root Loose 0.10kg, £0.65 / 0.1kg",5 c m ginger,0.1,£0.65,5cm,ginger,ginger
81,Fruits and vegetables,"Tesco Mangetout 150G, £1.05 each",150g mangetout,1,£1.05,150g,mangetout,mangetout
81,Fruits and vegetables,"Tesco Red Chillies 60G, £0.70 each",1 red chilli,1,£0.70,1,red chilli,chilli
81,Fruits and vegetables,"Tesco Bunched Spring Onions 100G, £0.50 each",2 spring onions,1,£0.50,2,spring onions,spring onion
81,Fruits and vegetables,"Tesco Swede, £0.80 each",0.5 swede,1,£0.80,0.5,swede,swede
82,Fruits and vegetables,"Tesco Organic Garlic 3 Pack, £1.00 each",3 garlic cloves,1,£1.00,3 cloves,garlic,garlic
82,Fruits and vegetables,"Suntrail Lemons Minimum 4 Pack, £0.55 each",1 lemon,1,£0.55,1,lemon,lemon
82,Fruits and vegetables,"Tesco Fresh Cut Curled Parsley 30G, £0.60 each",15g fresh parsley,1,£0.60,15g,fresh parsley,parsley
82,Fruits and vegetables,"Tesco Shredded Savoy Cabbage 750G, £1.20 each",0.5 savoy cabbage,1,£1.20,0.5,savoy cabbage,cabbage
83,Fruits and vegetables,"Courgettes Loose Class 1 0.20kg, £0.58 / 0.2kg",1 courgette,0.2,£0.58,1,courgette,courgette
83,Fruits and vegetables,"Tesco Finest Extra Fine Beans 200G, £1.50 each",100g fine beans,1,£1.50,100g,fine beans,fine beans
83,Fruits and vegetables,"Suntrail Farms Orange Minimum 5 Pack, £0.80 each",0.5 orange,1,£0.80,0.5,orange,orange
83,Fruits and vegetables,"Tesco Bunched Spring Onions 100G, £0.50 each",2 spring onions,1,£0.50,2,spring onions,spring onion
84,Fruits and vegetables,"Tesco Carrots Loose 0.16kg, £0.08 / 0.16kg",4 carrots,0.48,£0.24,4,carrots,carrot
84,Fruits and vegetables,"Tesco Organic Garlic 3 Pack, £1.00 each",3 garlic cloves,1,£1.00,3 cloves,garlic,garlic
84,Fruits and vegetables,"Tesco Extra Large Brown Onions 2 Pack, £1.00 each",2 onions,1,£1.00,2,onions,onion
84,Fruits and vegetables,"Tesco Red Chillies 60G, £0.70 each",1 red chilli,1,£0.70,1,red chilli,chilli
84,Fruits and vegetables,"Tesco Rosemary 20G, £0.52 each",3 tbsp rosemary,1,£0.52,3 tbsp,rosemary,rosemary
85,Fruits and vegetables,"Nightingale Farms Peppers 375G, £1.35 each",3 mixed peppers,1,£1.35,3,mixed peppers,pepper
86,Fruits and vegetables,"Tesco Fresh Cut Coriander 30G, £0.52 each",10g fresh coriander,1,£0.52,10g,fresh coriander,coriander
86,Fruits and vegetables,"Tesco Fresh Cut Flat Leaf Parsley 30G, £0.60 each",10g fresh flat-leaf parsley,1,£0.60,10g,fresh flat-leaf parsley,parsley
86,Fruits and vegetables,"Redmere Farms Garlic 4 Pack, £0.95 each",1 garlic clove,1,£0.95,1 clove,garlic,garlic
86,Fruits and vegetables,"Ginger Root Loose 0.10kg, £0.65 / 0.1kg",10g fresh ginger,0.1,£0.65,10g,fresh ginger,ginger
86,Fruits and vegetables,"Suntrail Lemons Minimum 4 Pack, £0.55 each",lemon wedges,1,£0.55,,lemon wedges,lemon
86,Fruits and vegetables,"Loose Brown Onions 0.12kg, £0.12 / 0.12kg",1 onion,0.12,£0.12,1,onion,onion
86,Fruits and vegetables,"Tesco Watercress 85G, £1.35 each",watercress,1,£1.35,,watercress,watercress
87,Fruits and vegetables,"Tesco Cherry Tomatoes 330G, £1.00 each",cherry tomato,1,£1.00,,cherry tomato,tomato
87,Fruits and vegetables,"Tesco Fresh Cut Coriander 30G, £0.52 each",10g coriander,1,£0.52,10g,coriander,coriander
87,Fruits and vegetables,"Tesco Curly Kale 180G, £0.80 each",100g curly kale,1,£0.80,100g,curly kale,curly kale
87,Fruits and vegetables,"Redmere Farms Garlic 4 Pack, £0.95 each",1 clove garlic,1,£0.95,1 clove,garlic,garlic
87,Fruits and vegetables,"Tesco Limes 5 Pack, £1.20 each",1 lime,1,£1.20,1,lime,lime
87,Fruits and vegetables,"Loose Brown Onions 0.12kg, £0.12 / 0.12kg",1 onion,0.12,£0.12,1,onion,onion
87,Fruits and vegetables,"Tesco Dried Oregano 14G Jar, £0.90 each",1 tsp oregano,1,£0.90,1 tsp,oregano,oregano
87,Fruits and vegetables,"Tesco Imperator Carrot 450G, £1.50 each",450g root vegetables,1,£1.50,450g,root vegetables,root vegetables
87,Fruits and vegetables,"Tesco Bunched Spring Onions 100G, £0.50 each",2 spring onions,1,£0.50,2,spring onions,spring onion
88,Fruits and vegetables,"Cauliflower Extra Large Each, £1.50 each",1 cauliflower,1,£1.50,1,cauliflower,cauliflower
88,Fruits and vegetables,"Tesco Large Sweet Potatoes Loose Class 1 0.35kg, £0.39 / 0.35kg",665g sweet potatoes,1.05,£0.77,665g,sweet potatoes,potato
89,Fruits and vegetables,"Tesco Thyme 20G, £0.52 each",0.5 bunch fresh thyme,1,£0.52,0.5 bunch,fresh thyme,thyme
89,Fruits and vegetables,"Leeks Loose Class 2 0.25kg, £0.63 / 0.25kg",1 leek,0.25,£0.63,1,leek,leek
90,Fruits and vegetables,"Tesco Carrots Loose 0.16kg, £0.08 / 0.16kg",3 carrots,0.32,£0.16,3,carrots,carrot
90,Fruits and vegetables,"Tesco Whole Large Cucumber, £0.95 each",0.5 cucumber,1,£0.95,0.5,cucumber,cucumber
90,Fruits and vegetables,"Tesco Limes 5 Pack, £1.20 each",1 lime,1,£1.20,1,lime,lime
90,Fruits and vegetables,"Redmere Farms Garlic 4 Pack, £0.95 each",1 clove garlic,1,£0.95,1 clove,garlic,garlic
90,Fruits and vegetables,"Ginger Root Loose 0.10kg, £0.65 / 0.1kg",2.5 ginger,0.3,£1.95,2.5,ginger,ginger
90,Fruits and vegetables,"Tesco Mint 30G, £0.52 each",25g mint,1,£0.52,25g,mint,mint
90,Fruits and vegetables,"Tesco Red Cabbage Each, £0.65 each",0.3 red cabbage,1,£0.65,0.3,red cabbage,cabbage
90,Fruits and vegetables,"Tesco Red Chillies 60G, £0.70 each",1 red chilli,1,£0.70,1,red chilli,chilli
90,Fruits and vegetables,"Tesco Bunched Spring Onions 100G, £0.50 each",6 spring onions,1,£0.50,6,spring onions,spring onion
91,Fruits and vegetables,"Cauliflower Extra Large Each, £1.50 each",250g cauliflower,1,£1.50,250g,cauliflower,cauliflower
91,Fruits and vegetables,"Tesco Fresh Cut Coriander 30G, £0.52 each",2 handfuls coriander leaves,1,£0.52,2,handfuls coriander leaves,coriander
91,Fruits and vegetables,"Redmere Farms Garlic 4 Pack, £0.95 each",2 garlic cloves,1,£0.95,2 cloves,garlic,garlic
91,Fruits and vegetables,"Loose Brown Onions 0.12kg, £0.12 / 0.12kg",1 onion,0.12,£0.12,1,onion,onion
91,Fruits and vegetables,"Tesco Organic Pepper 250G, £1.60 each",1 red pepper,1,£1.60,1,red pepper,pepper
92,Fruits and vegetables,"Suntrail Farms Orange Minimum 5 Pack, £0.80 each",1 orange,1,£0.80,1,orange,orange
92,Fruits and vegetables,"Tesco Red Cabbage Each, £0.65 each",1 red cabbage,1,£0.65,1,red cabbage,cabbage
92,Fruits and vegetables,"Loose Red Onions Class 2 0.21kg, £0.21 / 0.21kg",1 red onion,0.21,£0.21,1,red onion,onion
92,Fruits and vegetables,"Tesco Thyme 20G, £0.52 each",5 thyme sprigs,1,£0.52,5 sprigs,thyme,thyme
93,Fruits and vegetables,"Tesco Thyme 20G, £0.52 each",15g fresh thyme,1,£0.52,15g,fresh thyme,thyme
93,Fruits and vegetables,"Redmere Farms Garlic 4 Pack, £0.95 each",2 garlic cloves,1,£0.95,2 cloves,garlic,garlic
93,Fruits and vegetables,"Leeks Loose Class 2 0.25kg, £0.63 / 0.25kg",2 leeks,0.25,£0.63,2,leeks,leeks
93,Fruits and vegetables,"Perfectly Imperfect Parsnips 500G, £0.50 each",500g parsnips,1,£0.50,500g,parsnips,parsnips
93,Fruits and vegetables,"Tesco Red Chillies 60G, £0.70 each",1 red chilli,1,£0.70,1,red chilli,chilli
94,Fruits and vegetables,"Tesco Carrots Loose 0.16kg, £0.08 / 0.16kg",2 carrots,0.32,£0.16,2,carrots,carrot
94,Fruits and vegetables,"Tesco Celery Sticks 250G, £0.85 each",2 celery stalks,1,£0.85,2 sticks,celery,celery
94,Fruits and vegetables,"Redmere Farms Garlic 4 Pack, £0.95 each",2 garlic cloves,1,£0.95,2 cloves,garlic,garlic
94,Fruits and vegetables,"Leeks Loose Class 2 0.25kg, £0.63 / 0.25kg",1 leek,0.25,£0.63,1,leek,leek
94,Fruits and vegetables,"Suntrail Lemons Minimum 4 Pack, £0.55 each",1 lemon,1,£0.55,1,lemon,lemon
94,Fruits and vegetables,"Loose Brown Onions 0.12kg, £0.12 / 0.12kg",1 onion,0.12,£0.12,1,onion,onion
94,Fruits and vegetables,"Tesco Dried Oregano 14G Jar, £0.90 each",1 sprig oregano,1,£0.90,1 sprig,oregano,oregano
94,Fruits and vegetables,"Tesco Rosemary 20G, £0.52 each",1 sprig rosemary,1,£0.52,1 sprig,rosemary,rosemary
95,Fruits and vegetables,"Tesco Bay Leaves 3G, £0.90 each",3 bay leaves,1,£0.90,3,bay leaves,bay leaf
95,Fruits and vegetables,"Leeks Loose Class 2 0.25kg, £0.63 / 0.25kg",2 leeks,0.25,£0.63,2,leeks,leeks
95,Fruits and vegetables,"Tesco Sweet Heart Cabbage Each Class 1, £0.67 each",1 sweetheart cabbage,1,£0.67,1,sweetheart cabbage,cabbage
95,Fruits and vegetables,"Loose Brown Onions 0.12kg, £0.12 / 0.12kg",1 white onion,0.12,£0.12,1,white onion,onion
96,Fruits and vegetables,"Tesco Cut Basil 30G, £0.52 each",fresh basil leaves,1,£0.52,,fresh basil leaves,basil
96,Fruits and vegetables,"Courgettes Loose Class 1 0.20kg, £0.58 / 0.2kg",1 courgette,0.2,£0.58,1,courgette,courgette
96,Fruits and vegetables,"Redmere Farms Garlic 4 Pack, £0.95 each",1 garlic clove,1,£0.95,1 clove,garlic,garlic
96,Fruits and vegetables,"Suntrail Lemons Minimum 4 Pack, £0.55 each",0.5 lemon,1,£0.55,0.5,lemon,lemon
96,Fruits and vegetables,"Tesco Wild Rocket 60G, £1.10 each",60g rocket,1,£1.10,60g,rocket,rocket
97,Fruits and vegetables,"Tesco Organic Garlic 3 Pack, £1.00 each",3 garlic cloves,1,£1.00,3 cloves,garlic,garlic
97,Fruits and vegetables,"Nightingale Farms Peppers 375G, £1.35 each",3 peppers,1,£1.35,3,peppers,pepper
97,Fruits and vegetables,"Loose Red Onions Class 2 0.21kg, £0.21 / 0.21kg",2 red onions,0.21,£0.21,2,red onions,onion
