scnd_rec_reduced_log1,scnd_rec_reduced_log2,scnd_rec_reduced_log3,scnd_rec_reduced_log4,scnd_rec_reduced_log5
3,3,parsley,crumpet,mozzarella,",,,",cheese,garlic,butter
5,3,egg,mangetout,wholewheat noodle,carrot,ginger,lime,spring onion,chilli,cashew,chilli sauce,soy sauce,",,,",broccoli,garlic,mushroom
8,3,coriander,tortilla,cucumber,spinach,lime,dairy-free yogurt,",,,",garlic,avocado
9,3,cooking oil,egg,spring onion,pepper,",,,",
10,3,gnocchi,cabbage,milk,plain flour,pea,vegan green pesto,",,,",broccoli,lemon,cheese
14,3,pea,parmesan,leek,watercress,",,,",pasta,garlic,lemon
21,3,aubergines,cinnamon sticks,dried bay leaves,dairy-free yogurt,mixed spice,ground turmeric,pomegranate seeds,vegetable stock,cauliflower,",,,",rice,onion,lemon,tomato,garlic
26,3,yogurt,paprika,onion granules,cornflour,chives,potato,garlic granules,",,,",garlic,lemon
31,3,basil,caster sugar,passata,crushed chillies,",,,",garlic
33,3,courgette,self-raising flour,cheese mix,mozzarella,balsamic vinegar,lettuce,pitted green olives,passata,red pesto,",,,",
36,3,thyme,spinach,cucumber,feta cheese,puff pastry,",,,",onion,garlic,lemon,tomato
37,3,spinach,bean,chopped tomato,vegetable stock,garlic bread,thyme,lasagne sheet,",,,",garlic
39,3,flaked almond,chopped tomato,chickpea,parsley,aubergines,ras el hanout,",,,",onion,garlic
46,3,ground turmeric,curry powder,cooking oil,garam masala,passata,chilli,chickpea,cumin seeds,coriander,dairy-free yogurt,ginger,",,,",rice,onion,garlic
49,3,egg,harissa paste,pitta,coriander,baby spinach,chopped tomato,smoked paprika,pepper,ground cumin,",,,",onion,avocado
52,3,yogurt,coriander,tikka paste,bell pepper,bean,chopped tomato,sweet potato,",,,",onion,garlic,lemon
53,3,basil,self-raising flour,pepper,mixed leaf salad,mozzarella,chopped tomato,",,,",onion,garlic
54,3,yogurt,harissa paste,chickpea,mint,cabbage,self-raising flour,",,,",lemon
57,3,tortilla,coriander,pepper,chipotle paste,bean,chopped tomato,",,,",onion,cheese
58,3,potato,chopped tomato,bean,smoked paprika,tomato purée,chilli powder,ground cumin,ground coriander,coriander,chilli,pepper,lime,",,,",tomato,onion,onion,garlic
59,3,baguette,potato,bean,coriander,plain flour,lettuce,feta cheese,pepper,",,,",tomato,onion,lemon
60,3,soya bean,crushed chillies,egg,soy sauce,spring onion,honey,cooking oil,lime,cabbage,",,,",rice,garlic
62,3,coriander,passata,fajita spice,tortilla,sweetcorn,bean,chilli,lime,pepper,",,,",onion,tomato
67,3,paneer,baby spinach,celeriac,coriander,pea,cashew,lime,chopped tomato,ground turmeric,garam masala,ground cumin,chilli powder,",,,",garlic,butter,onion
71,3,caponata,mint,ricotta,",,,",pasta
72,3,rosemary,cooking oil,salt,potato,",,,",garlic
74,3,butternut squash,soy sauce,egg noodle,vegetable stock,egg,ginger,chilli,spring onion,sweetcorn,coriander,",,,",garlic
75,3,pearl barley,parsley,cabbage,vegetable stock,plain flour,soft cheese,filo pastry,butternut squash,",,,",broccoli,mushroom,onion,garlic
76,3,sesame seeds,ground coriander,coriander,white wine vinegar,naan,chickpea,gherkins,jalapeños,cooking oil,red pepper houmous,",,,",lemon,onion,tomato,garlic
82,3,vegetable stock,chopped tomato,pearl barley,parsley,cabbage,",,,",garlic,lemon
87,3,chopped tomato,oregano,tortilla,ground cumin,guacamole,smoked paprika,coriander,curly kale,lime,spring onion,root vegetables,cooking oil,",,,",onion,tomato,garlic,cheese
92,3,cranberries,thyme,orange,cabbage,cider vinegar,honey,red wine,cinnamon sticks,dark brown sugar,",,,",onion,butter
93,3,leek,chilli,parsnips,parmesan,thyme,",,,",pasta,garlic
94,3,chopped tomato,bean,bean,red wine,bean,crusty bread,vegetable stock,celery,oregano,rosemary,leek,carrot,",,,",garlic,onion,lemon
102,3,leek,thyme,milk,cauliflower,balsamic vinegar,dark brown sugar,plain flour,egg,puff pastry,",,,",onion,cheese,butter
103,3,salt,single cream,potato,tarragon,sultanas,pine nut,dijon mustard,milk,",,,",broccoli,onion,garlic
114,3,gnocchi,parsley,",,,",lemon,onion,mushroom,garlic,butter
119,3,pepper,spinach,smooth peanut butter,massaman curry paste,sweet potato,chopped tomato,vegetable stock,peanut,",,,",rice,onion
127,3,thyme,fennel,carrot,celeriac,parsley,black pepper,chestnut,celery,bay leaf,",,,",onion,garlic,mushroom
132,3,capers,pitted green olives,tahini,basil,feta cheese,",,,",onion,garlic,pasta
