Meal1_ID,Meal2_ID,M1_cost,M1_newcost,M1_savings,M2_cost,M2_newcost,M2_savings,Total_cost,Total_Savings,Total leftovers,no.custinginm1
143,52,18.72,15.15,3.57,10,10,0,25.15,3.57,23,3
145,52,12.36,11.41,0.949999999999999,10,10,0,21.41,0.949999999999999,24,1
148,52,9.42,7.92,1.5,10,10,0,17.92,1.5,24,2
149,52,21.92,17.26,4.66,10,10,0,27.26,4.66,24,3
3,53,8.85,2.5,6.35,7.83,6.83,1,9.33,7.35,14,3
8,53,10.21,8.37,1.84,7.83,7.83,0,16.2,1.84,30,2
9,53,7.35,7.35,0,7.83,6.83,1,14.18,1,14,0
10,53,13.58,9.52,4.06,7.83,7.83,0,17.35,4.06,26,3
14,53,8.13,5.68,2.45,7.83,7.83,0,13.51,2.45,26,3
21,53,19.3,12.55,6.75,7.83,7.83,0,20.38,6.75,27,5
29,53,24.58,21.88,2.7,7.83,7.83,0,29.71,2.7,26,2
33,53,13.23,13.23,0,7.83,6.83,1,20.06,1,15,0
36,53,8.3,5.94,2.36,7.83,7.83,0,13.77,2.36,28,4
37,53,8.8,7.85,0.95,7.83,7.83,0,15.68,0.95,26,1
39,53,7.81,6.65,1.16,7.83,7.83,0,14.48,1.16,26,2
46,53,24.77,19.77,5,7.83,7.83,0,27.6,5,27,3
49,53,12.68,11.67,1.01,7.83,6.83,1,18.5,2.01,17,2
52,53,10,7.64,2.36,7.83,7.83,0,15.47,2.36,26,3
54,53,7.17,6.62,0.55,7.83,7.83,0,14.45,0.55,26,1
57,53,9.45,6.94,2.51,7.83,7.83,0,14.77,2.51,26,2
58,53,14.43,11.35,3.08,7.83,4.71,3.12,16.06,6.2,15,4
59,53,9.28,7.08,2.2,7.83,7.83,0,14.91,2.2,27,3
60,53,17.5,15.85,1.65,7.83,7.83,0,23.68,1.65,28,2
62,53,10.02,8.37,1.65,7.83,7.83,0,16.2,1.65,28,2
67,53,16.18,12.91,3.27,7.83,7.83,0,20.74,3.27,28,3
71,53,13.15,12.87,0.279999999999999,7.83,7.83,0,20.7,0.279999999999999,26,1
74,53,13.49,12.54,0.949999999999999,7.83,7.83,0,20.37,0.949999999999999,26,1
75,53,12.92,9.65,3.27,7.83,7.83,0,17.48,3.27,28,4
76,53,16.68,13.77,2.91,7.83,7.83,0,21.6,2.91,27,4
79,53,26.6,16.9,9.7,7.83,7.83,0,24.73,9.7,26,4
82,53,6.65,5.1,1.55,7.83,7.83,0,12.93,1.55,27,2
87,53,18.99,14.27,4.72,7.83,7.83,0,22.1,4.72,28,4
88,53,6.17,6.17,0,7.83,7.83,0,14,0,26,0
91,53,15.89,14.82,1.07,7.83,4.71,3.12,19.53,4.19,12,2
93,53,6.35,4.45,1.9,7.83,7.83,0,12.28,1.9,27,2
94,53,14.73,13.11,1.62,7.83,7.83,0,20.94,1.62,27,3
102,53,21.08,16.37,4.71,7.83,7.83,0,24.2,4.71,27,3
103,53,11.81,9.79,2.02,7.83,7.83,0,17.62,2.02,26,3
114,53,11.25,4.4,6.85,7.83,7.83,0,12.23,6.85,26,5
119,53,12.95,11.75,1.2,7.83,4.71,3.12,16.46,4.32,13,2
127,53,17.33,11.03,6.3,7.83,7.83,0,18.86,6.3,27,3
132,53,11.51,10.02,1.49,7.83,4.71,3.12,14.73,4.61,12,3
133,53,12.8,12.25,0.550000000000001,7.83,7.83,0,20.08,0.550000000000001,28,1
136,53,16.25,14.2,2.05,7.83,7.83,0,22.03,2.05,28,3
139,53,13.9,10.45,3.45,7.83,4.71,3.12,15.16,6.57,13,3
143,53,18.72,15.15,3.57,7.83,7.83,0,22.98,3.57,26,3
145,53,12.36,11.41,0.949999999999999,7.83,7.83,0,19.24,0.949999999999999,27,1
148,53,9.42,7.92,1.5,7.83,7.83,0,15.75,1.5,27,2
149,53,21.92,17.26,4.66,7.83,7.83,0,25.09,4.66,27,3
3,54,8.85,2.5,6.35,7.17,7.17,0,9.67,6.35,27,3
8,54,10.21,8.37,1.84,7.17,7.17,0,15.54,1.84,30,2
9,54,7.35,7.35,0,7.17,7.17,0,14.52,0,26,0
10,54,13.58,9.52,4.06,7.17,7.17,0,16.69,4.06,14,3
14,54,8.13,5.68,2.45,7.17,7.17,0,12.85,2.45,26,3
21,54,19.3,12.55,6.75,7.17,7.17,0,19.72,6.75,27,5
29,54,24.58,21.88,2.7,7.17,7.17,0,29.05,2.7,26,2
33,54,13.23,13.23,0,7.17,7.17,0,20.4,0,27,0
36,54,8.3,5.94,2.36,7.17,7.17,0,13.11,2.36,28,4
37,54,8.8,7.85,0.95,7.17,7.17,0,15.02,0.95,26,1
39,54,7.81,6.65,1.16,7.17,7.17,0,13.82,1.16,26,2
46,54,24.77,19.77,5,7.17,7.17,0,26.94,5,27,3
49,54,12.68,11.67,1.01,7.17,7.17,0,18.84,1.01,29,2
52,54,10,7.64,2.36,7.17,7.17,0,14.81,2.36,26,3
53,54,7.83,6.02,1.81,7.17,7.17,0,13.19,1.81,28,2
57,54,9.45,6.94,2.51,7.17,7.17,0,14.11,2.51,26,2
58,54,14.43,11.35,3.08,7.17,7.17,0,18.52,3.08,29,4
59,54,9.28,7.08,2.2,7.17,7.17,0,14.25,2.2,27,3
60,54,17.5,15.85,1.65,7.17,6.52,0.65,22.37,2.3,15,2
62,54,10.02,8.37,1.65,7.17,7.17,0,15.54,1.65,28,2
67,54,16.18,12.91,3.27,7.17,7.17,0,20.08,3.27,28,3
71,54,13.15,12.87,0.279999999999999,7.17,7.17,0,20.04,0.279999999999999,26,1
74,54,13.49,12.54,0.949999999999999,7.17,7.17,0,19.71,0.949999999999999,26,1
75,54,12.92,9.65,3.27,7.17,6.52,0.65,16.17,3.92,16,4
76,54,16.68,13.77,2.91,7.17,7.17,0,20.94,2.91,27,4
79,54,26.6,16.9,9.7,7.17,7.17,0,24.07,9.7,26,4
82,54,6.65,5.1,1.55,7.17,6.52,0.65,11.62,2.2,15,2
87,54,18.99,14.27,4.72,7.17,7.17,0,21.44,4.72,28,4
88,54,6.17,6.17,0,7.17,7.17,0,13.34,0,26,0
91,54,15.89,14.82,1.07,7.17,7.17,0,21.99,1.07,26,2
93,54,6.35,4.45,1.9,7.17,7.17,0,11.62,1.9,27,2
94,54,14.73,13.11,1.62,7.17,7.17,0,20.28,1.62,27,3
102,54,21.08,16.37,4.71,7.17,7.17,0,23.54,4.71,27,3
103,54,11.81,9.79,2.02,7.17,7.17,0,16.96,2.02,26,3
114,54,11.25,4.4,6.85,7.17,7.17,0,11.57,6.85,26,5
119,54,12.95,11.75,1.2,7.17,7.17,0,18.92,1.2,27,2
127,54,17.33,11.03,6.3,7.17,7.17,0,18.2,6.3,27,3
132,54,11.51,10.02,1.49,7.17,7.17,0,17.19,1.49,26,3
133,54,12.8,12.25,0.550000000000001,7.17,7.17,0,19.42,0.550000000000001,28,1
136,54,16.25,14.2,2.05,7.17,7.17,0,21.37,2.05,28,3
139,54,13.9,10.45,3.45,7.17,7.17,0,17.62,3.45,27,3
143,54,18.72,15.15,3.57,7.17,7.17,0,22.32,3.57,26,3
145,54,12.36,11.41,0.949999999999999,7.17,7.17,0,18.58,0.949999999999999,27,1
148,54,9.42,7.92,1.5,7.17,7.17,0,15.09,1.5,27,2
149,54,21.92,17.26,4.66,7.17,7.17,0,24.43,4.66,27,3
3,56,8.85,2.5,6.35,6.44,6.44,0,8.94,6.35,24,3
8,56,10.21,8.37,1.84,6.44,6.44,0,14.81,1.84,27,2
9,56,7.35,7.35,0,6.44,6.44,0,13.79,0,23,0
10,56,13.58,9.52,4.06,6.44,6.44,0,15.96,4.06,23,3
14,56,8.13,5.68,2.45,6.44,6.44,0,12.12,2.45,23,3
21,56,19.3,12.55,6.75,6.44,6.44,0,18.99,6.75,24,5
29,56,24.58,21.88,2.7,6.44,6.44,0,28.32,2.7,23,2
33,56,13.23,13.23,0,6.44,6.44,0,19.67,0,24,0
36,56,8.3,5.94,2.36,6.44,6.44,0,12.38,2.36,25,4
37,56,8.8,7.85,0.95,6.44,6.44,0,14.29,0.95,23,1
39,56,7.81,6.65,1.16,6.44,6.44,0,13.09,1.16,23,2
46,56,24.77,19.77,5,6.44,6.44,0,26.21,5,24,3
49,56,12.68,11.67,1.01,6.44,6.44,0,18.11,1.01,26,2
52,56,10,7.64,2.36,6.44,6.44,0,14.08,2.36,23,3
53,56,7.83,6.02,1.81,6.44,6.44,0,12.46,1.81,14,2
54,56,7.17,6.62,0.55,6.44,6.44,0,13.06,0.55,23,1
57,56,9.45,6.94,2.51,6.44,6.44,0,13.38,2.51,23,2
58,56,14.43,11.35,3.08,6.44,6.44,0,17.79,3.08,26,4
59,56,9.28,7.08,2.2,6.44,6.44,0,13.52,2.2,24,3
60,56,17.5,15.85,1.65,6.44,6.44,0,22.29,1.65,25,2
62,56,10.02,8.37,1.65,6.44,6.44,0,14.81,1.65,25,2
67,56,16.18,12.91,3.27,6.44,6.44,0,19.35,3.27,25,3
71,56,13.15,12.87,0.279999999999999,6.44,6.44,0,19.31,0.279999999999999,23,1
74,56,13.49,12.54,0.949999999999999,6.44,6.44,0,18.98,0.949999999999999,23,1
75,56,12.92,9.65,3.27,6.44,6.44,0,16.09,3.27,25,4
76,56,16.68,13.77,2.91,6.44,6.44,0,20.21,2.91,24,4
79,56,26.6,16.9,9.7,6.44,6.44,0,23.34,9.7,23,4
82,56,6.65,5.1,1.55,6.44,6.44,0,11.54,1.55,24,2
87,56,18.99,14.27,4.72,6.44,6.44,0,20.71,4.72,25,4
88,56,6.17,6.17,0,6.44,6.44,0,12.61,0,23,0
91,56,15.89,14.82,1.07,6.44,6.44,0,21.26,1.07,23,2
93,56,6.35,4.45,1.9,6.44,6.44,0,10.89,1.9,24,2
94,56,14.73,13.11,1.62,6.44,6.44,0,19.55,1.62,24,3
102,56,21.08,16.37,4.71,6.44,6.44,0,22.81,4.71,24,3
103,56,11.81,9.79,2.02,6.44,6.44,0,16.23,2.02,23,3
114,56,11.25,4.4,6.85,6.44,6.44,0,10.84,6.85,23,5
119,56,12.95,11.75,1.2,6.44,6.44,0,18.19,1.2,24,2
127,56,17.33,11.03,6.3,6.44,6.44,0,17.47,6.3,24,3
132,56,11.51,10.02,1.49,6.44,6.44,0,16.46,1.49,12,3
133,56,12.8,12.25,0.550000000000001,6.44,6.44,0,18.69,0.550000000000001,25,1
136,56,16.25,14.2,2.05,6.44,6.44,0,20.64,2.05,25,3
139,56,13.9,10.45,3.45,6.44,6.44,0,16.89,3.45,13,3
143,56,18.72,15.15,3.57,6.44,6.44,0,21.59,3.57,23,3
145,56,12.36,11.41,0.949999999999999,6.44,6.44,0,17.85,0.949999999999999,24,1
148,56,9.42,7.92,1.5,6.44,6.44,0,14.36,1.5,24,2
149,56,21.92,17.26,4.66,6.44,6.44,0,23.7,4.66,24,3
3,57,8.85,2.5,6.35,9.45,9.45,0,11.95,6.35,26,3
8,57,10.21,8.37,1.84,9.45,8.93,0.52,17.3,2.36,16,2
9,57,7.35,7.35,0,9.45,8.93,0.52,16.28,0.52,13,0
10,57,13.58,9.52,4.06,9.45,9.45,0,18.97,4.06,25,3
14,57,8.13,5.68,2.45,9.45,9.45,0,15.13,2.45,25,3
21,57,19.3,12.55,6.75,9.45,9.45,0,22,6.75,26,5
29,57,24.58,21.88,2.7,9.45,9.45,0,31.33,2.7,25,2
33,57,13.23,13.23,0,9.45,9.45,0,22.68,0,26,0
36,57,8.3,5.94,2.36,9.45,9.45,0,15.39,2.36,27,4
37,57,8.8,7.85,0.95,9.45,9.45,0,17.3,0.95,25,1
39,57,7.81,6.65,1.16,9.45,9.45,0,16.1,1.16,25,2
46,57,24.77,19.77,5,9.45,8.93,0.52,28.7,5.52,14,3
49,57,12.68,11.67,1.01,9.45,8.93,0.52,20.6,1.53,16,2
52,57,10,7.64,2.36,9.45,8.93,0.52,16.57,2.88,13,3
53,57,7.83,6.02,1.81,9.45,9.45,0,15.47,1.81,27,2
54,57,7.17,6.62,0.55,9.45,9.45,0,16.07,0.55,25,1
58,57,14.43,11.35,3.08,9.45,8.93,0.52,20.28,3.6,16,4
59,57,9.28,7.08,2.2,9.45,8.93,0.52,16.01,2.72,14,3
60,57,17.5,15.85,1.65,9.45,9.45,0,25.3,1.65,27,2
62,57,10.02,8.37,1.65,9.45,8.93,0.52,17.3,2.17,15,2
67,57,16.18,12.91,3.27,9.45,8.93,0.52,21.84,3.79,15,3
71,57,13.15,12.87,0.279999999999999,9.45,9.45,0,22.32,0.279999999999999,25,1
74,57,13.49,12.54,0.949999999999999,9.45,8.93,0.52,21.47,1.47,13,1
75,57,12.92,9.65,3.27,9.45,9.45,0,19.1,3.27,27,4
76,57,16.68,13.77,2.91,9.45,8.93,0.52,22.7,3.43,14,4
79,57,26.6,16.9,9.7,9.45,9.45,0,26.35,9.7,25,4
82,57,6.65,5.1,1.55,9.45,9.45,0,14.55,1.55,26,2
87,57,18.99,14.27,4.72,9.45,8.93,0.52,23.2,5.24,15,4
88,57,6.17,6.17,0,9.45,9.45,0,15.62,0,25,0
91,57,15.89,14.82,1.07,9.45,8.93,0.52,23.75,1.59,13,2
93,57,6.35,4.45,1.9,9.45,9.45,0,13.9,1.9,26,2
94,57,14.73,13.11,1.62,9.45,9.45,0,22.56,1.62,26,3
102,57,21.08,16.37,4.71,9.45,9.45,0,25.82,4.71,26,3
103,57,11.81,9.79,2.02,9.45,9.45,0,19.24,2.02,25,3
114,57,11.25,4.4,6.85,9.45,9.45,0,13.85,6.85,25,5
119,57,12.95,11.75,1.2,9.45,8.93,0.52,20.68,1.72,14,2
127,57,17.33,11.03,6.3,9.45,9.45,0,20.48,6.3,26,3
132,57,11.51,10.02,1.49,9.45,9.45,0,19.47,1.49,25,3
133,57,12.8,12.25,0.550000000000001,9.45,9.45,0,21.7,0.550000000000001,27,1
136,57,16.25,14.2,2.05,9.45,9.45,0,23.65,2.05,27,3
139,57,13.9,10.45,3.45,9.45,9.45,0,19.9,3.45,26,3
143,57,18.72,15.15,3.57,9.45,9.45,0,24.6,3.57,25,3
145,57,12.36,11.41,0.949999999999999,9.45,9.45,0,20.86,0.949999999999999,26,1
148,57,9.42,7.92,1.5,9.45,9.45,0,17.37,1.5,26,2
149,57,21.92,17.26,4.66,9.45,9.45,0,26.71,4.66,26,3
3,58,8.85,2.5,6.35,14.43,14.43,0,16.93,6.35,25,3
8,58,10.21,8.37,1.84,14.43,13.91,0.52,22.28,2.36,17,2
9,58,7.35,7.35,0,14.43,13.21,1.22,20.56,1.22,12,0
10,58,13.58,9.52,4.06,14.43,14.43,0,23.95,4.06,24,3
14,58,8.13,5.68,2.45,14.43,14.43,0,20.11,2.45,24,3
21,58,19.3,12.55,6.75,14.43,14.43,0,26.98,6.75,25,5
29,58,24.58,21.88,2.7,14.43,14.43,0,36.31,2.7,24,2
33,58,13.23,13.23,0,14.43,14.43,0,27.66,0,25,0
36,58,8.3,5.94,2.36,14.43,14.43,0,20.37,2.36,26,4
37,58,8.8,7.85,0.95,14.43,14.43,0,22.28,0.95,24,1
39,58,7.81,6.65,1.16,14.43,14.43,0,21.08,1.16,24,2
46,58,24.77,19.77,5,14.43,13.21,1.22,32.98,6.22,14,3
49,58,12.68,11.67,1.01,14.43,13.21,1.22,24.88,2.23,16,2
52,58,10,7.64,2.36,14.43,13.21,1.22,20.85,3.58,13,3
53,58,7.83,6.02,1.81,14.43,14.43,0,20.45,1.81,26,2
54,58,7.17,6.62,0.55,14.43,14.43,0,21.05,0.55,24,1
57,58,9.45,6.94,2.51,14.43,13.21,1.22,20.15,3.73,13,2
59,58,9.28,7.08,2.2,14.43,13.21,1.22,20.29,3.42,14,3
60,58,17.5,15.85,1.65,14.43,13.21,1.22,29.06,2.87,15,2
62,58,10.02,8.37,1.65,14.43,13.21,1.22,21.58,2.87,15,2
67,58,16.18,12.91,3.27,14.43,13.21,1.22,26.12,4.49,13,3
71,58,13.15,12.87,0.279999999999999,14.43,14.43,0,27.3,0.279999999999999,24,1
74,58,13.49,12.54,0.949999999999999,14.43,13.21,1.22,25.75,2.17,12,1
75,58,12.92,9.65,3.27,14.43,14.43,0,24.08,3.27,26,4
76,58,16.68,13.77,2.91,14.43,13.21,1.22,26.98,4.13,13,4
79,58,26.6,16.9,9.7,14.43,14.43,0,31.33,9.7,24,4
82,58,6.65,5.1,1.55,14.43,14.43,0,19.53,1.55,25,2
87,58,18.99,14.27,4.72,14.43,13.21,1.22,27.48,5.94,14,4
88,58,6.17,6.17,0,14.43,14.43,0,20.6,0,24,0
91,58,15.89,14.82,1.07,14.43,13.21,1.22,28.03,2.29,12,2
93,58,6.35,4.45,1.9,14.43,14.43,0,18.88,1.9,25,2
94,58,14.73,13.11,1.62,14.43,14.43,0,27.54,1.62,25,3
102,58,21.08,16.37,4.71,14.43,14.43,0,30.8,4.71,25,3
103,58,11.81,9.79,2.02,14.43,14.43,0,24.22,2.02,24,3
114,58,11.25,4.4,6.85,14.43,14.43,0,18.83,6.85,24,5
119,58,12.95,11.75,1.2,14.43,13.21,1.22,24.96,2.42,13,2
127,58,17.33,11.03,6.3,14.43,14.43,0,25.46,6.3,25,3
132,58,11.51,10.02,1.49,14.43,14.43,0,24.45,1.49,24,3
133,58,12.8,12.25,0.550000000000001,14.43,14.43,0,26.68,0.550000000000001,26,1
136,58,16.25,14.2,2.05,14.43,13.21,1.22,27.41,3.27,14,3
139,58,13.9,10.45,3.45,14.43,14.43,0,24.88,3.45,25,3
143,58,18.72,15.15,3.57,14.43,13.21,1.22,28.36,4.79,12,3
145,58,12.36,11.41,0.949999999999999,14.43,14.43,0,25.84,0.949999999999999,25,1
148,58,9.42,7.92,1.5,14.43,14.43,0,22.35,1.5,25,2
149,58,21.92,17.26,4.66,14.43,14.43,0,31.69,4.66,25,3
3,59,8.85,2.5,6.35,9.28,9.28,0,11.78,6.35,25,3
8,59,10.21,8.37,1.84,9.28,8.76,0.520000000000001,17.13,2.36,16,2
9,59,7.35,7.35,0,9.28,8.21,1.07,15.56,1.07,12,0
10,59,13.58,9.52,4.06,9.28,9.28,0,18.8,4.06,24,3
14,59,8.13,5.68,2.45,9.28,9.28,0,14.96,2.45,24,3
21,59,19.3,12.55,6.75,9.28,9.28,0,21.83,6.75,25,5
29,59,24.58,21.88,2.7,9.28,9.28,0,31.16,2.7,24,2
33,59,13.23,13.23,0,9.28,7.21,2.07,20.44,2.07,12,0
36,59,8.3,5.94,2.36,9.28,7.21,2.07,13.15,4.43,13,4
37,59,8.8,7.85,0.95,9.28,9.28,0,17.13,0.95,24,1
39,59,7.81,6.65,1.16,9.28,9.28,0,15.93,1.16,24,2
46,59,24.77,19.77,5,9.28,7.21,2.07,26.98,7.07,13,3
49,59,12.68,11.67,1.01,9.28,7.21,2.07,18.88,3.08,15,2
52,59,10,7.64,2.36,9.28,7.21,2.07,14.85,4.43,12,3
53,59,7.83,6.02,1.81,9.28,9.28,0,15.3,1.81,26,2
54,59,7.17,6.62,0.55,9.28,9.28,0,15.9,0.55,24,1
57,59,9.45,6.94,2.51,9.28,7.21,2.07,14.15,4.58,12,2
58,59,14.43,11.35,3.08,9.28,7.21,2.07,18.56,5.15,15,4
60,59,17.5,15.85,1.65,9.28,9.28,0,25.13,1.65,26,2
62,59,10.02,8.37,1.65,9.28,7.21,2.07,15.58,3.72,14,2
67,59,16.18,12.91,3.27,9.28,7.21,2.07,20.12,5.34,14,3
71,59,13.15,12.87,0.279999999999999,9.28,9.28,0,22.15,0.279999999999999,24,1
74,59,13.49,12.54,0.949999999999999,9.28,7.21,2.07,19.75,3.02,12,1
75,59,12.92,9.65,3.27,9.28,9.28,0,18.93,3.27,26,4
76,59,16.68,13.77,2.91,9.28,7.21,2.07,20.98,4.98,13,4
79,59,26.6,16.9,9.7,9.28,9.28,0,26.18,9.7,24,4
82,59,6.65,5.1,1.55,9.28,9.28,0,14.38,1.55,25,2
87,59,18.99,14.27,4.72,9.28,7.21,2.07,21.48,6.79,14,4
88,59,6.17,6.17,0,9.28,9.28,0,15.45,0,24,0
91,59,15.89,14.82,1.07,9.28,7.21,2.07,22.03,3.14,12,2
93,59,6.35,4.45,1.9,9.28,9.28,0,13.73,1.9,25,2
94,59,14.73,13.11,1.62,9.28,9.28,0,22.39,1.62,25,3
102,59,21.08,16.37,4.71,9.28,9.28,0,25.65,4.71,25,3
103,59,11.81,9.79,2.02,9.28,9.28,0,19.07,2.02,24,3
114,59,11.25,4.4,6.85,9.28,9.28,0,13.68,6.85,24,5
119,59,12.95,11.75,1.2,9.28,7.21,2.07,18.96,3.27,13,2
127,59,17.33,11.03,6.3,9.28,9.28,0,20.31,6.3,25,3
132,59,11.51,10.02,1.49,9.28,9.28,0,19.3,1.49,24,3
133,59,12.8,12.25,0.550000000000001,9.28,7.21,2.07,19.46,2.62,14,1
136,59,16.25,14.2,2.05,9.28,7.21,2.07,21.41,4.12,14,3
139,59,13.9,10.45,3.45,9.28,9.28,0,19.73,3.45,25,3
143,59,18.72,15.15,3.57,9.28,7.21,2.07,22.36,5.64,12,3
145,59,12.36,11.41,0.949999999999999,9.28,9.28,0,20.69,0.949999999999999,25,1
148,59,9.42,7.92,1.5,9.28,9.28,0,17.2,1.5,25,2
149,59,21.92,17.26,4.66,9.28,9.28,0,26.54,4.66,25,3
3,60,8.85,2.5,6.35,17.5,17.5,0,20,6.35,27,3
8,60,10.21,8.37,1.84,17.5,17.5,0,25.87,1.84,19,2
9,60,7.35,7.35,0,17.5,17.5,0,24.85,0,26,0
10,60,13.58,9.52,4.06,17.5,17.5,0,27.02,4.06,15,3
14,60,8.13,5.68,2.45,17.5,17.5,0,23.18,2.45,26,3
21,60,19.3,12.55,6.75,17.5,17.5,0,30.05,6.75,27,5
29,60,24.58,21.88,2.7,17.5,17.5,0,39.38,2.7,26,2
33,60,13.23,13.23,0,17.5,17.5,0,30.73,0,27,0
36,60,8.3,5.94,2.36,17.5,17.5,0,23.44,2.36,28,4
37,60,8.8,7.85,0.95,17.5,17.5,0,25.35,0.95,26,1
39,60,7.81,6.65,1.16,17.5,17.5,0,24.15,1.16,26,2
46,60,24.77,19.77,5,17.5,17.5,0,37.27,5,27,3
49,60,12.68,11.67,1.01,17.5,17.5,0,29.17,1.01,18,2
52,60,10,7.64,2.36,17.5,17.5,0,25.14,2.36,26,3
53,60,7.83,6.02,1.81,17.5,17.5,0,23.52,1.81,28,2
54,60,7.17,6.62,0.55,17.5,17.5,0,24.12,0.55,26,1
57,60,9.45,6.94,2.51,17.5,17.5,0,24.44,2.51,26,2
58,60,14.43,11.35,3.08,17.5,17.5,0,28.85,3.08,18,4
59,60,9.28,7.08,2.2,17.5,17.5,0,24.58,2.2,27,3
62,60,10.02,8.37,1.65,17.5,16.3,1.2,24.67,2.85,16,2
67,60,16.18,12.91,3.27,17.5,16.3,1.2,29.21,4.47,16,3
71,60,13.15,12.87,0.279999999999999,17.5,17.5,0,30.37,0.279999999999999,26,1
74,60,13.49,12.54,0.949999999999999,17.5,17.5,0,30.04,0.949999999999999,26,1
75,60,12.92,9.65,3.27,17.5,16.3,1.2,25.95,4.47,16,4
76,60,16.68,13.77,2.91,17.5,17.5,0,31.27,2.91,27,4
79,60,26.6,16.9,9.7,17.5,17.5,0,34.4,9.7,26,4
82,60,6.65,5.1,1.55,17.5,16.3,1.2,21.4,2.75,15,2
87,60,18.99,14.27,4.72,17.5,16.3,1.2,30.57,5.92,16,4
88,60,6.17,6.17,0,17.5,17.5,0,23.67,0,26,0
91,60,15.89,14.82,1.07,17.5,17.5,0,32.32,1.07,26,2
93,60,6.35,4.45,1.9,17.5,17.5,0,21.95,1.9,27,2
94,60,14.73,13.11,1.62,17.5,17.5,0,30.61,1.62,27,3
102,60,21.08,16.37,4.71,17.5,13.8,3.7,30.17,8.41,13,3
103,60,11.81,9.79,2.02,17.5,17.5,0,27.29,2.02,26,3
114,60,11.25,4.4,6.85,17.5,17.5,0,21.9,6.85,26,5
119,60,12.95,11.75,1.2,17.5,17.5,0,29.25,1.2,27,2
127,60,17.33,11.03,6.3,17.5,17.5,0,28.53,6.3,27,3
132,60,11.51,10.02,1.49,17.5,17.5,0,27.52,1.49,26,3
133,60,12.8,12.25,0.550000000000001,17.5,17.5,0,29.75,0.550000000000001,28,1
136,60,16.25,14.2,2.05,17.5,13.8,3.7,28,5.75,14,3
139,60,13.9,10.45,3.45,17.5,17.5,0,27.95,3.45,27,3
143,60,18.72,15.15,3.57,17.5,17.5,0,32.65,3.57,26,3
145,60,12.36,11.41,0.949999999999999,17.5,17.5,0,28.91,0.949999999999999,27,1
148,60,9.42,7.92,1.5,17.5,17.5,0,25.42,1.5,27,2
149,60,21.92,17.26,4.66,17.5,17.5,0,34.76,4.66,27,3
3,61,8.85,2.5,6.35,5.93,5.93,0,8.43,6.35,26,3
8,61,10.21,8.37,1.84,5.93,5.93,0,14.3,1.84,29,2
9,61,7.35,7.35,0,5.93,5.93,0,13.28,0,25,0
10,61,13.58,9.52,4.06,5.93,5.93,0,15.45,4.06,25,3
14,61,8.13,5.68,2.45,5.93,5.93,0,11.61,2.45,25,3
21,61,19.3,12.55,6.75,5.93,5.93,0,18.48,6.75,26,5
29,61,24.58,21.88,2.7,5.93,5.93,0,27.81,2.7,25,2
33,61,13.23,13.23,0,5.93,5.93,0,19.16,0,26,0
36,61,8.3,5.94,2.36,5.93,5.93,0,11.87,2.36,27,4
37,61,8.8,7.85,0.95,5.93,5.93,0,13.78,0.95,25,1
39,61,7.81,6.65,1.16,5.93,5.93,0,12.58,1.16,25,2
46,61,24.77,19.77,5,5.93,5.93,0,25.7,5,26,3
49,61,12.68,11.67,1.01,5.93,5.93,0,17.6,1.01,28,2
52,61,10,7.64,2.36,5.93,5.93,0,13.57,2.36,25,3
53,61,7.83,6.02,1.81,5.93,5.93,0,11.95,1.81,27,2
54,61,7.17,6.62,0.55,5.93,5.93,0,12.55,0.55,25,1
57,61,9.45,6.94,2.51,5.93,5.93,0,12.87,2.51,25,2
58,61,14.43,11.35,3.08,5.93,5.93,0,17.28,3.08,28,4
59,61,9.28,7.08,2.2,5.93,5.93,0,13.01,2.2,26,3
60,61,17.5,15.85,1.65,5.93,5.93,0,21.78,1.65,27,2
62,61,10.02,8.37,1.65,5.93,5.93,0,14.3,1.65,27,2
67,61,16.18,12.91,3.27,5.93,5.93,0,18.84,3.27,27,3
71,61,13.15,12.87,0.279999999999999,5.93,5.93,0,18.8,0.279999999999999,25,1
74,61,13.49,12.54,0.949999999999999,5.93,5.93,0,18.47,0.949999999999999,25,1
75,61,12.92,9.65,3.27,5.93,5.93,0,15.58,3.27,27,4
76,61,16.68,13.77,2.91,5.93,5.93,0,19.7,2.91,26,4
79,61,26.6,16.9,9.7,5.93,5.93,0,22.83,9.7,25,4
82,61,6.65,5.1,1.55,5.93,5.93,0,11.03,1.55,26,2
87,61,18.99,14.27,4.72,5.93,5.93,0,20.2,4.72,27,4
88,61,6.17,6.17,0,5.93,5.93,0,12.1,0,25,0
91,61,15.89,14.82,1.07,5.93,5.93,0,20.75,1.07,25,2
93,61,6.35,4.45,1.9,5.93,5.93,0,10.38,1.9,26,2
94,61,14.73,13.11,1.62,5.93,5.93,0,19.04,1.62,26,3
102,61,21.08,16.37,4.71,5.93,5.3,0.63,21.67,5.34,13,3
103,61,11.81,9.79,2.02,5.93,5.93,0,15.72,2.02,25,3
114,61,11.25,4.4,6.85,5.93,5.93,0,10.33,6.85,25,5
119,61,12.95,11.75,1.2,5.93,5.93,0,17.68,1.2,26,2
127,61,17.33,11.03,6.3,5.93,5.93,0,16.96,6.3,26,3
132,61,11.51,10.02,1.49,5.93,5.93,0,15.95,1.49,25,3
133,61,12.8,12.25,0.550000000000001,5.93,5.93,0,18.18,0.550000000000001,27,1
