Meal1_ID,Meal2_ID,M1_cost,M1_newcost,M1_savings,M2_cost,M2_newcost,M2_savings,Total_cost,Total_Savings,Total leftovers,no.custinginm1
133,23,12.8,12.25,0.550000000000001,13.02,13.02,0,25.27,0.550000000000001,27,1
136,23,16.25,14.2,2.05,13.02,13.02,0,27.22,2.05,27,3
139,23,13.9,10.45,3.45,13.02,13.02,0,23.47,3.45,26,3
143,23,18.72,15.15,3.57,13.02,13.02,0,28.17,3.57,25,3
145,23,12.36,11.41,0.949999999999999,13.02,13.02,0,24.43,0.949999999999999,26,1
148,23,9.42,7.92,1.5,13.02,13.02,0,20.94,1.5,26,2
149,23,21.92,17.26,4.66,13.02,13.02,0,30.28,4.66,26,3
3,29,8.85,2.5,6.35,24.58,24.58,0,27.08,6.35,25,3
8,29,10.21,8.37,1.84,24.58,24.58,0,32.95,1.84,28,2
9,29,7.35,7.35,0,24.58,24.58,0,31.93,0,24,0
10,29,13.58,9.52,4.06,24.58,24.58,0,34.1,4.06,24,3
14,29,8.13,5.68,2.45,24.58,24.58,0,30.26,2.45,24,3
21,29,19.3,12.55,6.75,24.58,24.58,0,37.13,6.75,25,5
33,29,13.23,13.23,0,24.58,24.58,0,37.81,0,25,0
36,29,8.3,5.94,2.36,24.58,24.58,0,30.52,2.36,26,4
37,29,8.8,7.85,0.95,24.58,24.58,0,32.43,0.95,24,1
39,29,7.81,6.65,1.16,24.58,24.58,0,31.23,1.16,24,2
46,29,24.77,19.77,5,24.58,24.58,0,44.35,5,25,3
49,29,12.68,11.67,1.01,24.58,24.58,0,36.25,1.01,27,2
52,29,10,7.64,2.36,24.58,24.58,0,32.22,2.36,24,3
53,29,7.83,6.02,1.81,24.58,24.58,0,30.6,1.81,26,2
54,29,7.17,6.62,0.55,24.58,24.58,0,31.2,0.55,24,1
57,29,9.45,6.94,2.51,24.58,24.58,0,31.52,2.51,24,2
58,29,14.43,11.35,3.08,24.58,19.18,5.4,30.53,8.48,14,4
59,29,9.28,7.08,2.2,24.58,24.58,0,31.66,2.2,25,3
60,29,17.5,15.85,1.65,24.58,24.58,0,40.43,1.65,26,2
62,29,10.02,8.37,1.65,24.58,19.18,5.4,27.55,7.05,13,2
67,29,16.18,12.91,3.27,24.58,24.58,0,37.49,3.27,26,3
71,29,13.15,12.87,0.279999999999999,24.58,24.58,0,37.45,0.279999999999999,24,1
74,29,13.49,12.54,0.949999999999999,24.58,24.58,0,37.12,0.949999999999999,24,1
75,29,12.92,9.65,3.27,24.58,24.58,0,34.23,3.27,26,4
76,29,16.68,13.77,2.91,24.58,24.58,0,38.35,2.91,25,4
79,29,26.6,16.9,9.7,24.58,24.58,0,41.48,9.7,24,4
82,29,6.65,5.1,1.55,24.58,24.58,0,29.68,1.55,25,2
87,29,18.99,14.27,4.72,24.58,24.58,0,38.85,4.72,26,4
88,29,6.17,6.17,0,24.58,24.58,0,30.75,0,24,0
91,29,15.89,14.82,1.07,24.58,24.58,0,39.4,1.07,24,2
93,29,6.35,4.45,1.9,24.58,24.58,0,29.03,1.9,25,2
94,29,14.73,13.11,1.62,24.58,24.58,0,37.69,1.62,25,3
102,29,21.08,16.37,4.71,24.58,24.58,0,40.95,4.71,25,3
103,29,11.81,9.79,2.02,24.58,24.58,0,34.37,2.02,24,3
114,29,11.25,4.4,6.85,24.58,24.58,0,28.98,6.85,24,5
119,29,12.95,11.75,1.2,24.58,24.58,0,36.33,1.2,25,2
127,29,17.33,11.03,6.3,24.58,24.58,0,35.61,6.3,25,3
132,29,11.51,10.02,1.49,24.58,24.58,0,34.6,1.49,24,3
133,29,12.8,12.25,0.550000000000001,24.58,24.58,0,36.83,0.550000000000001,26,1
136,29,16.25,14.2,2.05,24.58,24.58,0,38.78,2.05,26,3
139,29,13.9,10.45,3.45,24.58,24.58,0,35.03,3.45,25,3
143,29,18.72,15.15,3.57,24.58,24.58,0,39.73,3.57,24,3
145,29,12.36,11.41,0.949999999999999,24.58,24.58,0,35.99,0.949999999999999,25,1
148,29,9.42,7.92,1.5,24.58,24.58,0,32.5,1.5,25,2
149,29,21.92,17.26,4.66,24.58,24.58,0,41.84,4.66,25,3
3,33,8.85,2.5,6.35,13.23,10.58,2.65,13.08,9,15,3
8,33,10.21,8.37,1.84,13.23,13.23,0,21.6,1.84,33,2
9,33,7.35,7.35,0,13.23,13.23,0,20.58,0,29,0
10,33,13.58,9.52,4.06,13.23,13.23,0,22.75,4.06,29,3
14,33,8.13,5.68,2.45,13.23,13.23,0,18.91,2.45,29,3
21,33,19.3,12.55,6.75,13.23,13.23,0,25.78,6.75,30,5
29,33,24.58,21.88,2.7,13.23,13.23,0,35.11,2.7,29,2
36,33,8.3,5.94,2.36,13.23,13.23,0,19.17,2.36,31,4
37,33,8.8,7.85,0.95,13.23,13.23,0,21.08,0.95,29,1
39,33,7.81,6.65,1.16,13.23,13.23,0,19.88,1.16,29,2
46,33,24.77,19.77,5,13.23,13.23,0,33,5,30,3
49,33,12.68,11.67,1.01,13.23,13.23,0,24.9,1.01,32,2
52,33,10,7.64,2.36,13.23,13.23,0,20.87,2.36,29,3
53,33,7.83,6.02,1.81,13.23,10.58,2.65,16.6,4.46,17,2
54,33,7.17,6.62,0.55,13.23,13.23,0,19.85,0.55,29,1
57,33,9.45,6.94,2.51,13.23,13.23,0,20.17,2.51,29,2
58,33,14.43,11.35,3.08,13.23,13.23,0,24.58,3.08,32,4
59,33,9.28,7.08,2.2,13.23,10.58,2.65,17.66,4.85,15,3
60,33,17.5,15.85,1.65,13.23,13.23,0,29.08,1.65,31,2
62,33,10.02,8.37,1.65,13.23,13.23,0,21.6,1.65,31,2
67,33,16.18,12.91,3.27,13.23,13.23,0,26.14,3.27,31,3
71,33,13.15,12.87,0.279999999999999,13.23,13.23,0,26.1,0.279999999999999,29,1
74,33,13.49,12.54,0.949999999999999,13.23,13.23,0,25.77,0.949999999999999,29,1
75,33,12.92,9.65,3.27,13.23,13.23,0,22.88,3.27,31,4
76,33,16.68,13.77,2.91,13.23,13.23,0,27,2.91,30,4
79,33,26.6,16.9,9.7,13.23,13.23,0,30.13,9.7,29,4
82,33,6.65,5.1,1.55,13.23,13.23,0,18.33,1.55,30,2
87,33,18.99,14.27,4.72,13.23,13.23,0,27.5,4.72,31,4
88,33,6.17,6.17,0,13.23,13.23,0,19.4,0,29,0
91,33,15.89,14.82,1.07,13.23,13.23,0,28.05,1.07,29,2
93,33,6.35,4.45,1.9,13.23,13.23,0,17.68,1.9,30,2
94,33,14.73,13.11,1.62,13.23,13.23,0,26.34,1.62,30,3
102,33,21.08,16.37,4.71,13.23,13.23,0,29.6,4.71,30,3
103,33,11.81,9.79,2.02,13.23,13.23,0,23.02,2.02,29,3
114,33,11.25,4.4,6.85,13.23,13.23,0,17.63,6.85,29,5
119,33,12.95,11.75,1.2,13.23,13.23,0,24.98,1.2,30,2
127,33,17.33,11.03,6.3,13.23,13.23,0,24.26,6.3,30,3
132,33,11.51,10.02,1.49,13.23,13.23,0,23.25,1.49,29,3
133,33,12.8,12.25,0.550000000000001,13.23,13.23,0,25.48,0.550000000000001,31,1
136,33,16.25,14.2,2.05,13.23,13.23,0,27.43,2.05,31,3
139,33,13.9,10.45,3.45,13.23,13.23,0,23.68,3.45,30,3
143,33,18.72,15.15,3.57,13.23,13.23,0,28.38,3.57,29,3
145,33,12.36,11.41,0.949999999999999,13.23,13.23,0,24.64,0.949999999999999,30,1
148,33,9.42,7.92,1.5,13.23,13.23,0,21.15,1.5,30,2
149,33,21.92,17.26,4.66,13.23,13.23,0,30.49,4.66,30,3
3,36,8.85,2.5,6.35,8.3,8.3,0,10.8,6.35,24,3
8,36,10.21,8.37,1.84,8.3,7.35,0.950000000000001,15.72,2.79,16,2
9,36,7.35,7.35,0,8.3,8.3,0,15.65,0,23,0
10,36,13.58,9.52,4.06,8.3,8.3,0,17.82,4.06,23,3
14,36,8.13,5.68,2.45,8.3,8.3,0,13.98,2.45,23,3
21,36,19.3,12.55,6.75,8.3,8.3,0,20.85,6.75,24,5
29,36,24.58,21.88,2.7,8.3,8.3,0,30.18,2.7,23,2
33,36,13.23,13.23,0,8.3,8.3,0,21.53,0,24,0
37,36,8.8,7.85,0.95,8.3,6.83,1.47,14.68,2.42,12,1
39,36,7.81,6.65,1.16,8.3,8.3,0,14.95,1.16,23,2
46,36,24.77,19.77,5,8.3,8.3,0,28.07,5,24,3
49,36,12.68,11.67,1.01,8.3,8.3,0,19.97,1.01,26,2
52,36,10,7.64,2.36,8.3,8.3,0,15.94,2.36,23,3
53,36,7.83,6.02,1.81,8.3,8.3,0,14.32,1.81,25,2
54,36,7.17,6.62,0.55,8.3,8.3,0,14.92,0.55,23,1
57,36,9.45,6.94,2.51,8.3,8.3,0,15.24,2.51,23,2
58,36,14.43,11.35,3.08,8.3,8.3,0,19.65,3.08,26,4
59,36,9.28,7.08,2.2,8.3,8.3,0,15.38,2.2,24,3
60,36,17.5,15.85,1.65,8.3,8.3,0,24.15,1.65,25,2
62,36,10.02,8.37,1.65,8.3,8.3,0,16.67,1.65,25,2
67,36,16.18,12.91,3.27,8.3,8.3,0,21.21,3.27,25,3
71,36,13.15,12.87,0.279999999999999,8.3,8.3,0,21.17,0.279999999999999,23,1
74,36,13.49,12.54,0.949999999999999,8.3,8.3,0,20.84,0.949999999999999,23,1
75,36,12.92,9.65,3.27,8.3,8.3,0,17.95,3.27,25,4
76,36,16.68,13.77,2.91,8.3,8.3,0,22.07,2.91,24,4
79,36,26.6,16.9,9.7,8.3,8.3,0,25.2,9.7,23,4
82,36,6.65,5.1,1.55,8.3,8.3,0,13.4,1.55,24,2
87,36,18.99,14.27,4.72,8.3,8.3,0,22.57,4.72,25,4
88,36,6.17,6.17,0,8.3,8.3,0,14.47,0,23,0
91,36,15.89,14.82,1.07,8.3,8.3,0,23.12,1.07,23,2
93,36,6.35,4.45,1.9,8.3,6.83,1.47,11.28,3.37,13,2
94,36,14.73,13.11,1.62,8.3,8.3,0,21.41,1.62,24,3
102,36,21.08,16.37,4.71,8.3,8.3,0,24.67,4.71,24,3
103,36,11.81,9.79,2.02,8.3,8.3,0,18.09,2.02,23,3
114,36,11.25,4.4,6.85,8.3,8.3,0,12.7,6.85,23,5
119,36,12.95,11.75,1.2,8.3,6.28,2.02,18.03,3.22,12,2
127,36,17.33,11.03,6.3,8.3,6.28,2.02,17.31,8.32,13,3
132,36,11.51,10.02,1.49,8.3,8.3,0,18.32,1.49,23,3
133,36,12.8,12.25,0.550000000000001,8.3,6.28,2.02,18.53,2.57,14,1
136,36,16.25,14.2,2.05,8.3,6.28,2.02,20.48,4.07,14,3
139,36,13.9,10.45,3.45,8.3,6.28,2.02,16.73,5.47,13,3
143,36,18.72,15.15,3.57,8.3,8.3,0,23.45,3.57,23,3
145,36,12.36,11.41,0.949999999999999,8.3,8.3,0,19.71,0.949999999999999,24,1
148,36,9.42,7.92,1.5,8.3,8.3,0,16.22,1.5,24,2
149,36,21.92,17.26,4.66,8.3,8.3,0,25.56,4.66,24,3
3,37,8.85,2.5,6.35,8.8,8.8,0,11.3,6.35,27,3
8,37,10.21,8.37,1.84,8.8,8.8,0,17.17,1.84,18,2
9,37,7.35,7.35,0,8.8,8.8,0,16.15,0,26,0
10,37,13.58,9.52,4.06,8.8,8.8,0,18.32,4.06,26,3
14,37,8.13,5.68,2.45,8.8,8.8,0,14.48,2.45,26,3
21,37,19.3,12.55,6.75,8.8,8.8,0,21.35,6.75,27,5
29,37,24.58,21.88,2.7,8.8,8.8,0,30.68,2.7,26,2
33,37,13.23,13.23,0,8.8,8.8,0,22.03,0,27,0
36,37,8.3,5.94,2.36,8.8,8.28,0.52,14.22,2.88,14,4
39,37,7.81,6.65,1.16,8.8,8.8,0,15.45,1.16,26,2
46,37,24.77,19.77,5,8.8,8.8,0,28.57,5,27,3
49,37,12.68,11.67,1.01,8.8,8.8,0,20.47,1.01,29,2
52,37,10,7.64,2.36,8.8,8.8,0,16.44,2.36,26,3
53,37,7.83,6.02,1.81,8.8,8.8,0,14.82,1.81,28,2
54,37,7.17,6.62,0.55,8.8,8.8,0,15.42,0.55,26,1
57,37,9.45,6.94,2.51,8.8,8.8,0,15.74,2.51,26,2
58,37,14.43,11.35,3.08,8.8,8.8,0,20.15,3.08,29,4
59,37,9.28,7.08,2.2,8.8,8.8,0,15.88,2.2,27,3
60,37,17.5,15.85,1.65,8.8,8.8,0,24.65,1.65,28,2
62,37,10.02,8.37,1.65,8.8,8.8,0,17.17,1.65,28,2
67,37,16.18,12.91,3.27,8.8,8.8,0,21.71,3.27,28,3
71,37,13.15,12.87,0.279999999999999,8.8,8.8,0,21.67,0.279999999999999,26,1
74,37,13.49,12.54,0.949999999999999,8.8,8.8,0,21.34,0.949999999999999,26,1
75,37,12.92,9.65,3.27,8.8,8.8,0,18.45,3.27,28,4
76,37,16.68,13.77,2.91,8.8,8.8,0,22.57,2.91,27,4
79,37,26.6,16.9,9.7,8.8,8.8,0,25.7,9.7,26,4
82,37,6.65,5.1,1.55,8.8,8.8,0,13.9,1.55,27,2
87,37,18.99,14.27,4.72,8.8,8.8,0,23.07,4.72,28,4
88,37,6.17,6.17,0,8.8,8.8,0,14.97,0,26,0
91,37,15.89,14.82,1.07,8.8,8.8,0,23.62,1.07,26,2
93,37,6.35,4.45,1.9,8.8,8.28,0.52,12.73,2.42,14,2
94,37,14.73,13.11,1.62,8.8,8.8,0,21.91,1.62,27,3
102,37,21.08,16.37,4.71,8.8,8.8,0,25.17,4.71,27,3
103,37,11.81,9.79,2.02,8.8,8.8,0,18.59,2.02,26,3
114,37,11.25,4.4,6.85,8.8,8.8,0,13.2,6.85,26,5
119,37,12.95,11.75,1.2,8.8,8.28,0.52,20.03,1.72,14,2
127,37,17.33,11.03,6.3,8.8,8.28,0.52,19.31,6.82,14,3
132,37,11.51,10.02,1.49,8.8,8.8,0,18.82,1.49,26,3
133,37,12.8,12.25,0.550000000000001,8.8,8.8,0,21.05,0.550000000000001,28,1
136,37,16.25,14.2,2.05,8.8,8.8,0,23,2.05,28,3
139,37,13.9,10.45,3.45,8.8,8.28,0.52,18.73,3.97,14,3
143,37,18.72,15.15,3.57,8.8,8.8,0,23.95,3.57,26,3
145,37,12.36,11.41,0.949999999999999,8.8,8.8,0,20.21,0.949999999999999,27,1
148,37,9.42,7.92,1.5,8.8,8.8,0,16.72,1.5,27,2
149,37,21.92,17.26,4.66,8.8,8.8,0,26.06,4.66,27,3
3,39,8.85,2.5,6.35,7.81,7.21,0.6,9.71,6.95,12,3
8,39,10.21,8.37,1.84,7.81,7.81,0,16.18,1.84,28,2
9,39,7.35,7.35,0,7.81,7.81,0,15.16,0,24,0
10,39,13.58,9.52,4.06,7.81,7.81,0,17.33,4.06,24,3
14,39,8.13,5.68,2.45,7.81,7.81,0,13.49,2.45,24,3
21,39,19.3,12.55,6.75,7.81,7.81,0,20.36,6.75,25,5
29,39,24.58,21.88,2.7,7.81,7.81,0,29.69,2.7,24,2
33,39,13.23,13.23,0,7.81,7.81,0,21.04,0,25,0
36,39,8.3,5.94,2.36,7.81,7.81,0,13.75,2.36,26,4
37,39,8.8,7.85,0.95,7.81,7.81,0,15.66,0.95,24,1
46,39,24.77,19.77,5,7.81,7.81,0,27.58,5,25,3
49,39,12.68,11.67,1.01,7.81,7.81,0,19.48,1.01,27,2
52,39,10,7.64,2.36,7.81,7.81,0,15.45,2.36,24,3
53,39,7.83,6.02,1.81,7.81,7.81,0,13.83,1.81,26,2
54,39,7.17,6.62,0.55,7.81,7.81,0,14.43,0.55,24,1
57,39,9.45,6.94,2.51,7.81,7.81,0,14.75,2.51,24,2
58,39,14.43,11.35,3.08,7.81,7.81,0,19.16,3.08,27,4
59,39,9.28,7.08,2.2,7.81,7.81,0,14.89,2.2,25,3
60,39,17.5,15.85,1.65,7.81,7.81,0,23.66,1.65,26,2
62,39,10.02,8.37,1.65,7.81,7.81,0,16.18,1.65,26,2
67,39,16.18,12.91,3.27,7.81,7.81,0,20.72,3.27,26,3
71,39,13.15,12.87,0.279999999999999,7.81,7.81,0,20.68,0.279999999999999,24,1
74,39,13.49,12.54,0.949999999999999,7.81,7.81,0,20.35,0.949999999999999,24,1
75,39,12.92,9.65,3.27,7.81,7.21,0.6,16.86,3.87,14,4
76,39,16.68,13.77,2.91,7.81,7.81,0,21.58,2.91,25,4
79,39,26.6,16.9,9.7,7.81,7.81,0,24.71,9.7,24,4
82,39,6.65,5.1,1.55,7.81,7.21,0.6,12.31,2.15,13,2
87,39,18.99,14.27,4.72,7.81,7.81,0,22.08,4.72,26,4
88,39,6.17,6.17,0,7.81,7.81,0,13.98,0,24,0
91,39,15.89,14.82,1.07,7.81,7.81,0,22.63,1.07,24,2
93,39,6.35,4.45,1.9,7.81,7.81,0,12.26,1.9,25,2
94,39,14.73,13.11,1.62,7.81,7.81,0,20.92,1.62,25,3
102,39,21.08,16.37,4.71,7.81,7.81,0,24.18,4.71,25,3
103,39,11.81,9.79,2.02,7.81,7.81,0,17.6,2.02,24,3
114,39,11.25,4.4,6.85,7.81,7.81,0,12.21,6.85,24,5
119,39,12.95,11.75,1.2,7.81,7.81,0,19.56,1.2,25,2
127,39,17.33,11.03,6.3,7.81,7.81,0,18.84,6.3,25,3
132,39,11.51,10.02,1.49,7.81,7.81,0,17.83,1.49,24,3
133,39,12.8,12.25,0.550000000000001,7.81,7.81,0,20.06,0.550000000000001,26,1
136,39,16.25,14.2,2.05,7.81,7.81,0,22.01,2.05,26,3
139,39,13.9,10.45,3.45,7.81,7.81,0,18.26,3.45,25,3
143,39,18.72,15.15,3.57,7.81,7.81,0,22.96,3.57,24,3
145,39,12.36,11.41,0.949999999999999,7.81,7.21,0.6,18.62,1.55,13,1
148,39,9.42,7.92,1.5,7.81,7.21,0.6,15.13,2.1,13,2
149,39,21.92,17.26,4.66,7.81,7.21,0.6,24.47,5.26,13,3
3,46,8.85,2.5,6.35,24.77,24.77,0,27.27,6.35,24,3
8,46,10.21,8.37,1.84,24.77,24.25,0.52,32.62,2.36,13,2
9,46,7.35,7.35,0,24.77,24.77,0,32.12,0,23,0
10,46,13.58,9.52,4.06,24.77,24.77,0,34.29,4.06,23,3
14,46,8.13,5.68,2.45,24.77,24.77,0,30.45,2.45,23,3
21,46,19.3,12.55,6.75,24.77,24.77,0,37.32,6.75,24,5
29,46,24.58,21.88,2.7,24.77,24.77,0,46.65,2.7,23,2
33,46,13.23,13.23,0,24.77,24.77,0,38,0,24,0
36,46,8.3,5.94,2.36,24.77,24.77,0,30.71,2.36,25,4
37,46,8.8,7.85,0.95,24.77,24.77,0,32.62,0.95,23,1
39,46,7.81,6.65,1.16,24.77,24.77,0,31.42,1.16,23,2
49,46,12.68,11.67,1.01,24.77,24.25,0.52,35.92,1.53,14,2
52,46,10,7.64,2.36,24.77,24.25,0.52,31.89,2.88,11,3
53,46,7.83,6.02,1.81,24.77,24.77,0,30.79,1.81,25,2
54,46,7.17,6.62,0.55,24.77,24.77,0,31.39,0.55,23,1
57,46,9.45,6.94,2.51,24.77,24.25,0.52,31.19,3.03,11,2
58,46,14.43,11.35,3.08,24.77,24.25,0.52,35.6,3.6,14,4
59,46,9.28,7.08,2.2,24.77,24.25,0.52,31.33,2.72,12,3
60,46,17.5,15.85,1.65,24.77,24.77,0,40.62,1.65,25,2
62,46,10.02,8.37,1.65,24.77,24.25,0.52,32.62,2.17,13,2
67,46,16.18,12.91,3.27,24.77,24.25,0.52,37.16,3.79,13,3
71,46,13.15,12.87,0.279999999999999,24.77,24.77,0,37.64,0.279999999999999,23,1
74,46,13.49,12.54,0.949999999999999,24.77,24.25,0.52,36.79,1.47,11,1
75,46,12.92,9.65,3.27,24.77,24.77,0,34.42,3.27,25,4
76,46,16.68,13.77,2.91,24.77,24.25,0.52,38.02,3.43,12,4
79,46,26.6,16.9,9.7,24.77,24.77,0,41.67,9.7,23,4
82,46,6.65,5.1,1.55,24.77,24.77,0,29.87,1.55,24,2
87,46,18.99,14.27,4.72,24.77,24.25,0.52,38.52,5.24,13,4
88,46,6.17,6.17,0,24.77,24.77,0,30.94,0,23,0
91,46,15.89,14.82,1.07,24.77,24.77,0,39.59,1.07,23,2
93,46,6.35,4.45,1.9,24.77,24.77,0,29.22,1.9,24,2
94,46,14.73,13.11,1.62,24.77,24.77,0,37.88,1.62,24,3
102,46,21.08,16.37,4.71,24.77,24.77,0,41.14,4.71,24,3
103,46,11.81,9.79,2.02,24.77,24.77,0,34.56,2.02,23,3
114,46,11.25,4.4,6.85,24.77,24.77,0,29.17,6.85,23,5
119,46,12.95,11.75,1.2,24.77,24.77,0,36.52,1.2,24,2
127,46,17.33,11.03,6.3,24.77,24.77,0,35.8,6.3,24,3
132,46,11.51,10.02,1.49,24.77,24.77,0,34.79,1.49,23,3
133,46,12.8,12.25,0.550000000000001,24.77,24.77,0,37.02,0.550000000000001,25,1
136,46,16.25,14.2,2.05,24.77,24.77,0,38.97,2.05,25,3
139,46,13.9,10.45,3.45,24.77,24.77,0,35.22,3.45,24,3
143,46,18.72,15.15,3.57,24.77,24.77,0,39.92,3.57,23,3
145,46,12.36,11.41,0.949999999999999,24.77,24.77,0,36.18,0.949999999999999,24,1
148,46,9.42,7.92,1.5,24.77,24.77,0,32.69,1.5,24,2
149,46,21.92,17.26,4.66,24.77,24.77,0,42.03,4.66,24,3
3,49,8.85,2.5,6.35,12.68,12.68,0,15.18,6.35,28,3
8,49,10.21,8.37,1.84,12.68,12.16,0.52,20.53,2.36,18,2
9,49,7.35,7.35,0,12.68,12.16,0.52,19.51,0.52,14,0
10,49,13.58,9.52,4.06,12.68,12.68,0,22.2,4.06,27,3
14,49,8.13,5.68,2.45,12.68,12.68,0,18.36,2.45,27,3
21,49,19.3,12.55,6.75,12.68,12.68,0,25.23,6.75,28,5
29,49,24.58,21.88,2.7,12.68,12.68,0,34.56,2.7,27,2
33,49,13.23,13.23,0,12.68,12.68,0,25.91,0,28,0
36,49,8.3,5.94,2.36,12.68,12.68,0,18.62,2.36,29,4
37,49,8.8,7.85,0.95,12.68,12.68,0,20.53,0.95,27,1
39,49,7.81,6.65,1.16,12.68,12.68,0,19.33,1.16,27,2
46,49,24.77,19.77,5,12.68,12.16,0.52,31.93,5.52,16,3
52,49,10,7.64,2.36,12.68,12.16,0.52,19.8,2.88,14,3
53,49,7.83,6.02,1.81,12.68,12.68,0,18.7,1.81,29,2
54,49,7.17,6.62,0.55,12.68,12.68,0,19.3,0.55,27,1
57,49,9.45,6.94,2.51,12.68,12.16,0.52,19.1,3.03,14,2
58,49,14.43,11.35,3.08,12.68,12.16,0.52,23.51,3.6,16,4
59,49,9.28,7.08,2.2,12.68,12.16,0.52,19.24,2.72,15,3
60,49,17.5,15.85,1.65,12.68,12.16,0.52,28.01,2.17,16,2
62,49,10.02,8.37,1.65,12.68,12.16,0.52,20.53,2.17,16,2
67,49,16.18,12.91,3.27,12.68,12.16,0.52,25.07,3.79,16,3
71,49,13.15,12.87,0.279999999999999,12.68,12.68,0,25.55,0.279999999999999,27,1
74,49,13.49,12.54,0.949999999999999,12.68,12.16,0.52,24.7,1.47,14,1
75,49,12.92,9.65,3.27,12.68,12.68,0,22.33,3.27,29,4
76,49,16.68,13.77,2.91,12.68,12.16,0.52,25.93,3.43,15,4
79,49,26.6,16.9,9.7,12.68,12.68,0,29.58,9.7,27,4
82,49,6.65,5.1,1.55,12.68,12.68,0,17.78,1.55,28,2
87,49,18.99,14.27,4.72,12.68,12.16,0.52,26.43,5.24,16,4
88,49,6.17,6.17,0,12.68,12.68,0,18.85,0,27,0
91,49,15.89,14.82,1.07,12.68,12.16,0.52,26.98,1.59,13,2
93,49,6.35,4.45,1.9,12.68,12.68,0,17.13,1.9,28,2
94,49,14.73,13.11,1.62,12.68,12.68,0,25.79,1.62,28,3
102,49,21.08,16.37,4.71,12.68,9.66,3.02,26.03,7.73,13,3
103,49,11.81,9.79,2.02,12.68,12.68,0,22.47,2.02,27,3
114,49,11.25,4.4,6.85,12.68,12.68,0,17.08,6.85,27,5
119,49,12.95,11.75,1.2,12.68,8.77,3.91,20.52,5.11,12,2
127,49,17.33,11.03,6.3,12.68,12.68,0,23.71,6.3,28,3
132,49,11.51,10.02,1.49,12.68,12.68,0,22.7,1.49,27,3
133,49,12.8,12.25,0.550000000000001,12.68,12.68,0,24.93,0.550000000000001,29,1
136,49,16.25,14.2,2.05,12.68,8.77,3.91,22.97,5.96,14,3
139,49,13.9,10.45,3.45,12.68,12.68,0,23.13,3.45,28,3
143,49,18.72,15.15,3.57,12.68,12.68,0,27.83,3.57,27,3
145,49,12.36,11.41,0.949999999999999,12.68,12.68,0,24.09,0.949999999999999,28,1
148,49,9.42,7.92,1.5,12.68,12.68,0,20.6,1.5,28,2
149,49,21.92,17.26,4.66,12.68,12.68,0,29.94,4.66,28,3
3,52,8.85,2.5,6.35,10,10,0,12.5,6.35,24,3
8,52,10.21,8.37,1.84,10,9.48,0.52,17.85,2.36,15,2
9,52,7.35,7.35,0,10,10,0,17.35,0,23,0
10,52,13.58,9.52,4.06,10,10,0,19.52,4.06,23,3
14,52,8.13,5.68,2.45,10,10,0,15.68,2.45,23,3
21,52,19.3,12.55,6.75,10,10,0,22.55,6.75,24,5
29,52,24.58,21.88,2.7,10,10,0,31.88,2.7,23,2
33,52,13.23,13.23,0,10,10,0,23.23,0,24,0
36,52,8.3,5.94,2.36,10,10,0,15.94,2.36,25,4
37,52,8.8,7.85,0.95,10,10,0,17.85,0.95,23,1
39,52,7.81,6.65,1.16,10,10,0,16.65,1.16,23,2
46,52,24.77,19.77,5,10,9.48,0.52,29.25,5.52,13,3
49,52,12.68,11.67,1.01,10,9.48,0.52,21.15,1.53,15,2
53,52,7.83,6.02,1.81,10,10,0,16.02,1.81,25,2
54,52,7.17,6.62,0.55,10,9.48,0.52,16.1,1.07,11,1
57,52,9.45,6.94,2.51,10,9.48,0.52,16.42,3.03,12,2
58,52,14.43,11.35,3.08,10,9.48,0.52,20.83,3.6,15,4
59,52,9.28,7.08,2.2,10,9.48,0.52,16.56,2.72,13,3
60,52,17.5,15.85,1.65,10,10,0,25.85,1.65,25,2
62,52,10.02,8.37,1.65,10,9.48,0.52,17.85,2.17,14,2
67,52,16.18,12.91,3.27,10,9.48,0.52,22.39,3.79,14,3
71,52,13.15,12.87,0.279999999999999,10,10,0,22.87,0.279999999999999,23,1
74,52,13.49,12.54,0.949999999999999,10,9.48,0.52,22.02,1.47,12,1
75,52,12.92,9.65,3.27,10,10,0,19.65,3.27,25,4
76,52,16.68,13.77,2.91,10,9.48,0.52,23.25,3.43,13,4
79,52,26.6,16.9,9.7,10,10,0,26.9,9.7,23,4
82,52,6.65,5.1,1.55,10,10,0,15.1,1.55,24,2
87,52,18.99,14.27,4.72,10,9.48,0.52,23.75,5.24,14,4
88,52,6.17,6.17,0,10,10,0,16.17,0,23,0
91,52,15.89,14.82,1.07,10,10,0,24.82,1.07,23,2
93,52,6.35,4.45,1.9,10,10,0,14.45,1.9,24,2
94,52,14.73,13.11,1.62,10,10,0,23.11,1.62,24,3
102,52,21.08,16.37,4.71,10,10,0,26.37,4.71,24,3
103,52,11.81,9.79,2.02,10,10,0,19.79,2.02,23,3
114,52,11.25,4.4,6.85,10,10,0,14.4,6.85,23,5
119,52,12.95,11.75,1.2,10,10,0,21.75,1.2,24,2
127,52,17.33,11.03,6.3,10,10,0,21.03,6.3,24,3
132,52,11.51,10.02,1.49,10,10,0,20.02,1.49,23,3
133,52,12.8,12.25,0.550000000000001,10,10,0,22.25,0.550000000000001,25,1
136,52,16.25,14.2,2.05,10,10,0,24.2,2.05,25,3
139,52,13.9,10.45,3.45,10,10,0,20.45,3.45,24,3
