Meal1_ID,Meal2_ID,M1_cost,M1_newcost,M1_savings,M2_cost,M2_newcost,M2_savings,Total_cost,Total_Savings,Total leftovers,no.custinginm1
93,139,6.35,4.45,1.9,13.9,13.9,0,18.35,1.9,24,2
52,26,10,7.64,2.36,10.72,10.72,0,18.36,2.36,26,3
14,49,8.13,5.68,2.45,12.68,12.68,0,18.36,2.45,26,3
145,131,12.36,11.41,0.949999999999999,6.95,6.95,0,18.36,0.949999999999999,28,1
10,3,13.58,9.52,4.06,8.85,8.85,0,18.37,4.06,25,3
127,9,17.33,11.03,6.3,7.35,7.35,0,18.38,6.3,28,3
53,145,7.83,6.02,1.81,12.36,12.36,0,18.38,1.81,29,2
3,91,8.85,2.5,6.35,15.89,15.89,0,18.39,6.35,24,3
119,82,12.95,11.75,1.2,6.65,6.65,0,18.4,1.2,25,2
39,145,7.81,6.65,1.16,12.36,11.76,0.6,18.41,1.76,14,2
133,88,12.8,12.25,0.550000000000001,6.17,6.17,0,18.42,0.550000000000001,28,1
54,103,7.17,6.62,0.55,11.81,11.81,0,18.43,0.55,22,1
75,37,12.92,9.65,3.27,8.8,8.8,0,18.45,3.27,27,4
57,132,9.45,6.94,2.51,11.51,11.51,0,18.45,2.51,22,2
39,103,7.81,6.65,1.16,11.81,11.81,0,18.46,1.16,22,2
75,148,12.92,9.65,3.27,9.42,8.82,0.6,18.47,3.87,15,4
74,61,13.49,12.54,0.949999999999999,5.93,5.93,0,18.47,0.949999999999999,26,1
21,61,19.3,12.55,6.75,5.93,5.93,0,18.48,6.75,25,5
14,133,8.13,5.68,2.45,12.8,12.8,0,18.48,2.45,28,3
36,136,8.3,5.94,2.36,16.25,12.55,3.7,18.49,6.06,12,4
26,59,10.72,9.22,1.5,9.28,9.28,0,18.5,1.5,24,2
58,54,14.43,11.35,3.08,7.17,7.17,0,18.52,3.08,28,4
133,36,12.8,12.25,0.550000000000001,8.3,6.28,2.02,18.53,2.57,12,1
37,26,8.8,7.85,0.95,10.72,10.72,0,18.57,0.95,26,1
139,14,13.9,10.45,3.45,8.13,8.13,0,18.58,3.45,24,3
72,103,7.72,6.77,0.95,11.81,11.81,0,18.58,0.95,22,1
133,69,12.8,12.25,0.550000000000001,6.33,6.33,0,18.58,0.550000000000001,26,1
145,54,12.36,11.41,0.949999999999999,7.17,7.17,0,18.58,0.949999999999999,28,1
76,31,16.68,13.77,2.91,4.82,4.82,0,18.59,2.91,27,4
59,132,9.28,7.08,2.2,11.51,11.51,0,18.59,2.2,22,3
103,37,11.81,9.79,2.02,8.8,8.8,0,18.59,2.02,26,3
82,74,6.65,5.1,1.55,13.49,13.49,0,18.59,1.55,27,2
14,75,8.13,5.68,2.45,12.92,12.92,0,18.6,2.45,22,3
136,78,16.25,14.2,2.05,4.4,4.4,0,18.6,2.05,29,3
31,94,4.82,3.87,0.95,14.73,14.73,0,18.6,0.95,24,1
133,93,12.8,12.25,0.550000000000001,6.35,6.35,0,18.6,0.550000000000001,26,1
9,114,7.35,7.35,0,11.25,11.25,0,18.6,0,21,0
36,49,8.3,5.94,2.36,12.68,12.68,0,18.62,2.36,27,4
145,39,12.36,11.41,0.949999999999999,7.81,7.21,0.6,18.62,1.55,13,1
49,131,12.68,11.67,1.01,6.95,6.95,0,18.62,1.01,29,2
14,119,8.13,5.68,2.45,12.95,12.95,0,18.63,2.45,24,3
103,3,11.81,9.79,2.02,8.85,8.85,0,18.64,2.02,25,3
148,26,9.42,7.92,1.5,10.72,10.72,0,18.64,1.5,27,2
26,148,10.72,9.22,1.5,9.42,9.42,0,18.64,1.5,27,2
87,78,18.99,14.27,4.72,4.4,4.4,0,18.67,4.72,29,4
26,57,10.72,9.22,1.5,9.45,9.45,0,18.67,1.5,26,2
3,67,8.85,2.5,6.35,16.18,16.18,0,18.68,6.35,25,3
82,10,6.65,5.1,1.55,13.58,13.58,0,18.68,1.55,24,2
133,56,12.8,12.25,0.550000000000001,6.44,6.44,0,18.69,0.550000000000001,24,1
58,9,14.43,11.35,3.08,7.35,7.35,0,18.7,3.08,29,4
14,23,8.13,5.68,2.45,13.02,13.02,0,18.7,2.45,25,3
26,52,10.72,9.22,1.5,10,9.48,0.52,18.7,2.02,12,2
53,49,7.83,6.02,1.81,12.68,12.68,0,18.7,1.81,28,2
119,131,12.95,11.75,1.2,6.95,6.95,0,18.7,1.2,27,2
74,88,13.49,12.54,0.949999999999999,6.17,6.17,0,18.71,0.949999999999999,28,1
21,88,19.3,12.55,6.75,6.17,6.17,0,18.72,6.75,27,5
74,8,13.49,12.54,0.949999999999999,10.21,6.19,4.02,18.73,4.97,13,1
139,37,13.9,10.45,3.45,8.8,8.28,0.52,18.73,3.97,14,3
33,3,13.23,13.23,0,8.85,5.5,3.35,18.73,3.35,13,0
127,72,17.33,11.03,6.3,7.72,7.72,0,18.75,6.3,26,3
3,136,8.85,2.5,6.35,16.25,16.25,0,18.75,6.35,14,3
57,103,9.45,6.94,2.51,11.81,11.81,0,18.75,2.51,22,2
145,9,12.36,11.41,0.949999999999999,7.35,7.35,0,18.76,0.949999999999999,29,1
10,59,13.58,9.52,4.06,9.28,9.28,0,18.8,4.06,23,3
71,61,13.15,12.87,0.279999999999999,5.93,5.93,0,18.8,0.279999999999999,25,1
53,133,7.83,6.02,1.81,12.8,12.8,0,18.82,1.81,30,2
132,37,11.51,10.02,1.49,8.8,8.8,0,18.82,1.49,26,3
114,58,11.25,4.4,6.85,14.43,14.43,0,18.83,6.85,22,5
14,71,8.13,5.68,2.45,13.15,13.15,0,18.83,2.45,26,3
127,39,17.33,11.03,6.3,7.81,7.81,0,18.84,6.3,24,3
62,74,10.02,8.37,1.65,13.49,10.47,3.02,18.84,4.67,14,2
67,61,16.18,12.91,3.27,5.93,5.93,0,18.84,3.27,27,3
49,54,12.68,11.67,1.01,7.17,7.17,0,18.84,1.01,29,2
127,53,17.33,11.03,6.3,7.83,7.83,0,18.86,6.3,26,3
36,75,8.3,5.94,2.36,12.92,12.92,0,18.86,2.36,23,4
9,132,7.35,7.35,0,11.51,11.51,0,18.86,0,22,0
74,69,13.49,12.54,0.949999999999999,6.33,6.33,0,18.87,0.949999999999999,13,1
132,3,11.51,10.02,1.49,8.85,8.85,0,18.87,1.49,25,3
93,58,6.35,4.45,1.9,14.43,14.43,0,18.88,1.9,23,2
21,69,19.3,12.55,6.75,6.33,6.33,0,18.88,6.75,25,5
31,107,4.82,3.87,0.95,15.02,15.02,0,18.89,0.95,12,1
52,114,10,7.64,2.36,11.25,11.25,0,18.89,2.36,21,3
36,119,8.3,5.94,2.36,12.95,12.95,0,18.89,2.36,25,4
59,103,9.28,7.08,2.2,11.81,11.81,0,18.89,2.2,22,3
74,93,13.49,12.54,0.949999999999999,6.35,6.35,0,18.89,0.949999999999999,26,1
21,93,19.3,12.55,6.75,6.35,6.35,0,18.9,6.75,25,5
133,82,12.8,12.25,0.550000000000001,6.65,6.65,0,18.9,0.550000000000001,26,1
14,33,8.13,5.68,2.45,13.23,13.23,0,18.91,2.45,28,3
119,54,12.95,11.75,1.2,7.17,7.17,0,18.92,1.2,27,2
75,59,12.92,9.65,3.27,9.28,9.28,0,18.93,3.27,24,4
3,5,8.85,2.5,6.35,16.44,16.44,0,18.94,6.35,25,3
10,148,13.58,9.52,4.06,9.42,9.42,0,18.94,4.06,26,3
53,75,7.83,6.02,1.81,12.92,12.92,0,18.94,1.81,24,2
36,23,8.3,5.94,2.36,13.02,13.02,0,18.96,2.36,26,4
10,57,13.58,9.52,4.06,9.45,9.45,0,18.97,4.06,25,3
53,119,7.83,6.02,1.81,12.95,12.95,0,18.97,1.81,26,2
39,75,7.81,6.65,1.16,12.92,12.32,0.600000000000001,18.97,1.76,12,2
74,56,13.49,12.54,0.949999999999999,6.44,6.44,0,18.98,0.949999999999999,24,1
54,145,7.17,6.62,0.55,12.36,12.36,0,18.98,0.55,27,1
21,56,19.3,12.55,6.75,6.44,6.44,0,18.99,6.75,23,5
82,139,6.65,5.1,1.55,13.9,13.9,0,19,1.55,23,2
136,31,16.25,14.2,2.05,4.82,4.82,0,19.02,2.05,28,3
53,23,7.83,6.02,1.81,13.02,13.02,0,19.04,1.81,27,2
71,88,13.15,12.87,0.279999999999999,6.17,6.17,0,19.04,0.279999999999999,27,1
94,61,14.73,13.11,1.62,5.93,5.93,0,19.04,1.62,26,3
136,9,16.25,14.2,2.05,7.35,4.85,2.5,19.05,4.55,16,3
58,72,14.43,11.35,3.08,7.72,7.72,0,19.07,3.08,27,4
103,59,11.81,9.79,2.02,9.28,9.28,0,19.07,2.02,23,3
67,88,16.18,12.91,3.27,6.17,6.17,0,19.08,3.27,29,3
36,71,8.3,5.94,2.36,13.15,13.15,0,19.09,2.36,27,4
8,26,10.21,8.37,1.84,10.72,10.72,0,19.09,1.84,29,2
62,26,10.02,8.37,1.65,10.72,10.72,0,19.09,1.65,27,2
87,31,18.99,14.27,4.72,4.82,4.82,0,19.09,4.72,28,4
37,114,8.8,7.85,0.95,11.25,11.25,0,19.1,0.95,21,1
67,8,16.18,12.91,3.27,10.21,6.19,4.02,19.1,7.29,14,3
75,57,12.92,9.65,3.27,9.45,9.45,0,19.1,3.27,26,4
119,9,12.95,11.75,1.2,7.35,7.35,0,19.1,1.2,28,2
114,94,11.25,4.4,6.85,14.73,14.73,0,19.13,6.85,24,5
72,145,7.72,6.77,0.95,12.36,12.36,0,19.13,0.95,27,1
145,72,12.36,11.41,0.949999999999999,7.72,7.72,0,19.13,0.949999999999999,27,1
52,132,10,7.64,2.36,11.51,11.51,0,19.15,2.36,22,3
127,14,17.33,11.03,6.3,8.13,8.13,0,19.16,6.3,23,3
58,39,14.43,11.35,3.08,7.81,7.81,0,19.16,3.08,25,4
33,61,13.23,13.23,0,5.93,5.93,0,19.16,0,25,0
9,103,7.35,7.35,0,11.81,11.81,0,19.16,0,22,0
14,74,8.13,5.68,2.45,13.49,13.49,0,19.17,2.45,27,3
53,71,7.83,6.02,1.81,13.15,13.15,0,19.17,1.81,28,2
36,33,8.3,5.94,2.36,13.23,13.23,0,19.17,2.36,29,4
148,114,9.42,7.92,1.5,11.25,11.25,0,19.17,1.5,13,2
3,76,8.85,2.5,6.35,16.68,16.68,0,19.18,6.35,23,3
58,53,14.43,11.35,3.08,7.83,7.83,0,19.18,3.08,27,4
93,94,6.35,4.45,1.9,14.73,14.73,0,19.18,1.9,25,2
74,82,13.49,12.54,0.949999999999999,6.65,6.65,0,19.19,0.949999999999999,26,1
143,61,18.72,15.15,3.57,5.93,4.05,1.88,19.2,5.45,12,3
71,69,13.15,12.87,0.279999999999999,6.33,6.33,0,19.2,0.279999999999999,25,1
21,82,19.3,12.55,6.75,6.65,6.65,0,19.2,6.75,25,5
39,136,7.81,6.65,1.16,16.25,12.55,3.7,19.2,4.86,11,2
133,131,12.8,12.25,0.550000000000001,6.95,6.95,0,19.2,0.550000000000001,28,1
103,148,11.81,9.79,2.02,9.42,9.42,0,19.21,2.02,26,3
71,93,13.15,12.87,0.279999999999999,6.35,6.35,0,19.22,0.279999999999999,25,1
67,69,16.18,12.91,3.27,6.33,6.33,0,19.24,3.27,14,3
103,57,11.81,9.79,2.02,9.45,9.45,0,19.24,2.02,25,3
26,62,10.72,9.22,1.5,10.02,10.02,0,19.24,1.5,26,2
145,53,12.36,11.41,0.949999999999999,7.83,7.83,0,19.24,0.949999999999999,27,1
67,93,16.18,12.91,3.27,6.35,6.35,0,19.26,3.27,27,3
14,10,8.13,5.68,2.45,13.58,13.58,0,19.26,2.45,24,3
94,88,14.73,13.11,1.62,6.17,6.17,0,19.28,1.62,28,3
139,3,13.9,10.45,3.45,8.85,8.85,0,19.3,3.45,26,3
57,145,9.45,6.94,2.51,12.36,12.36,0,19.3,2.51,27,2
132,59,11.51,10.02,1.49,9.28,9.28,0,19.3,1.49,23,3
54,49,7.17,6.62,0.55,12.68,12.68,0,19.3,0.55,26,1
127,37,17.33,11.03,6.3,8.8,8.28,0.52,19.31,6.82,13,3
71,56,13.15,12.87,0.279999999999999,6.44,6.44,0,19.31,0.279999999999999,23,1
39,49,7.81,6.65,1.16,12.68,12.68,0,19.33,1.16,26,2
67,56,16.18,12.91,3.27,6.44,6.44,0,19.35,3.27,25,3
37,132,8.8,7.85,0.95,11.51,11.51,0,19.36,0.95,22,1
49,72,12.68,11.67,1.01,7.72,7.72,0,19.39,1.01,28,2
53,139,7.83,6.02,1.81,13.9,13.38,0.52,19.4,2.33,14,2
33,88,13.23,13.23,0,6.17,6.17,0,19.4,0,27,0
58,59,14.43,11.35,3.08,9.28,8.06,1.22,19.41,4.3,13,4
5,61,16.44,13.48,2.96,5.93,5.93,0,19.41,2.96,26,3
114,107,11.25,4.4,6.85,15.02,15.02,0,19.42,6.85,23,5
133,54,12.8,12.25,0.550000000000001,7.17,7.17,0,19.42,0.550000000000001,28,1
54,133,7.17,6.62,0.55,12.8,12.8,0,19.42,0.55,28,1
36,74,8.3,5.94,2.36,13.49,13.49,0,19.43,2.36,28,4
26,8,10.72,9.22,1.5,10.21,10.21,0,19.43,1.5,28,2
148,132,9.42,7.92,1.5,11.51,11.51,0,19.43,1.5,23,2
132,148,11.51,10.02,1.49,9.42,9.42,0,19.44,1.49,26,3
59,145,9.28,7.08,2.2,12.36,12.36,0,19.44,2.2,27,3
94,69,14.73,13.11,1.62,6.33,6.33,0,19.44,1.62,26,3
52,103,10,7.64,2.36,11.81,11.81,0,19.45,2.36,22,3
39,133,7.81,6.65,1.16,12.8,12.8,0,19.45,1.16,28,2
72,49,7.72,6.77,0.95,12.68,12.68,0,19.45,0.95,26,1
94,93,14.73,13.11,1.62,6.35,6.35,0,19.46,1.62,26,3
93,107,6.35,4.45,1.9,15.02,15.02,0,19.47,1.9,24,2
132,57,11.51,10.02,1.49,9.45,9.45,0,19.47,1.49,25,3
119,72,12.95,11.75,1.2,7.72,7.72,0,19.47,1.2,26,2
58,14,14.43,11.35,3.08,8.13,8.13,0,19.48,3.08,24,4
49,39,12.68,11.67,1.01,7.81,7.81,0,19.48,1.01,26,2
74,131,13.49,12.54,0.949999999999999,6.95,6.95,0,19.49,0.949999999999999,28,1
21,131,19.3,12.55,6.75,6.95,6.95,0,19.5,6.75,27,5
49,53,12.68,11.67,1.01,7.83,7.83,0,19.5,1.01,28,2
53,74,7.83,6.02,1.81,13.49,13.49,0,19.51,1.81,29,2
10,52,13.58,9.52,4.06,10,10,0,19.52,4.06,23,3
71,82,13.15,12.87,0.279999999999999,6.65,6.65,0,19.52,0.279999999999999,25,1
36,10,8.3,5.94,2.36,13.58,13.58,0,19.52,2.36,25,4
82,58,6.65,5.1,1.55,14.43,14.43,0,19.53,1.55,22,2
10,62,13.58,9.52,4.06,10.02,10.02,0,19.54,4.06,25,3
33,53,13.23,13.23,0,7.83,6.31,1.52,19.54,1.52,13,0
54,75,7.17,6.62,0.55,12.92,12.92,0,19.54,0.55,22,1
145,14,12.36,11.41,0.949999999999999,8.13,8.13,0,19.54,0.949999999999999,24,1
143,78,18.72,15.15,3.57,4.4,4.4,0,19.55,3.57,14,3
94,56,14.73,13.11,1.62,6.44,6.44,0,19.55,1.62,24,3
33,69,13.23,13.23,0,6.33,6.33,0,19.56,0,25,0
67,82,16.18,12.91,3.27,6.65,6.65,0,19.56,3.27,27,3
119,39,12.95,11.75,1.2,7.81,7.81,0,19.56,1.2,24,2
72,133,7.72,6.77,0.95,12.8,12.8,0,19.57,0.95,28,1
54,119,7.17,6.62,0.55,12.95,12.95,0,19.57,0.55,24,1
14,139,8.13,5.68,2.45,13.9,13.9,0,19.58,2.45,23,3
119,53,12.95,11.75,1.2,7.83,7.83,0,19.58,1.2,26,2
33,93,13.23,13.23,0,6.35,6.35,0,19.58,0,25,0
145,148,12.36,11.41,0.949999999999999,9.42,8.19,1.23,19.6,2.18,15,1
53,10,7.83,6.02,1.81,13.58,13.58,0,19.6,1.81,26,2
39,119,7.81,6.65,1.16,12.95,12.95,0,19.6,1.16,24,2
133,9,12.8,12.25,0.550000000000001,7.35,7.35,0,19.6,0.550000000000001,29,1
8,114,10.21,8.37,1.84,11.25,11.25,0,19.62,1.84,24,2
62,114,10.02,8.37,1.65,11.25,11.25,0,19.62,1.65,22,2
54,23,7.17,6.62,0.55,13.02,13.02,0,19.64,0.55,25,1
58,62,14.43,11.35,3.08,10.02,8.3,1.72,19.65,4.8,13,4
57,58,9.45,6.94,2.51,14.43,12.71,1.72,19.65,4.23,11,2
75,52,12.92,9.65,3.27,10,10,0,19.65,3.27,24,4
58,36,14.43,11.35,3.08,8.3,8.3,0,19.65,3.08,23,4
5,88,16.44,13.48,2.96,6.17,6.17,0,19.65,2.96,28,3
37,103,8.8,7.85,0.95,11.81,11.81,0,19.66,0.95,22,1
33,56,13.23,13.23,0,6.44,6.44,0,19.67,0,23,0
75,62,12.92,9.65,3.27,10.02,10.02,0,19.67,3.27,26,4
39,23,7.81,6.65,1.16,13.02,13.02,0,19.67,1.16,25,2
148,145,9.42,7.92,1.5,12.36,11.76,0.6,19.68,2.1,15,2
72,75,7.72,6.77,0.95,12.92,12.92,0,19.69,0.95,22,1
76,61,16.68,13.77,2.91,5.93,5.93,0,19.7,2.91,26,4
145,36,12.36,11.41,0.949999999999999,8.3,8.3,0,19.71,0.949999999999999,23,1
74,54,13.49,12.54,0.949999999999999,7.17,7.17,0,19.71,0.949999999999999,28,1
9,145,7.35,7.35,0,12.36,12.36,0,19.71,0,27,0
21,54,19.3,12.55,6.75,7.17,7.17,0,19.72,6.75,27,5
72,119,7.72,6.77,0.95,12.95,12.95,0,19.72,0.95,24,1
10,8,13.58,9.52,4.06,10.21,10.21,0,19.73,4.06,27,3
139,59,13.9,10.45,3.45,9.28,9.28,0,19.73,3.45,24,3
148,103,9.42,7.92,1.5,11.81,11.81,0,19.73,1.5,23,2
49,59,12.68,11.67,1.01,9.28,8.06,1.22,19.73,2.23,14,2
57,133,9.45,6.94,2.51,12.8,12.8,0,19.74,2.51,28,2
94,82,14.73,13.11,1.62,6.65,6.65,0,19.76,1.62,26,3
31,91,4.82,3.87,0.95,15.89,15.89,0,19.76,0.95,23,1
54,71,7.17,6.62,0.55,13.15,13.15,0,19.77,0.55,26,1
59,58,9.28,7.08,2.2,14.43,12.71,1.72,19.79,3.92,11,3
103,52,11.81,9.79,2.02,10,10,0,19.79,2.02,23,3
72,23,7.72,6.77,0.95,13.02,13.02,0,19.79,0.95,25,1
39,71,7.81,6.65,1.16,13.15,13.15,0,19.8,1.16,26,2
49,14,12.68,11.67,1.01,8.13,8.13,0,19.8,1.01,25,2
5,69,16.44,13.48,2.96,6.33,6.33,0,19.81,2.96,26,3
103,62,11.81,9.79,2.02,10.02,10.02,0,19.81,2.02,25,3
71,131,13.15,12.87,0.279999999999999,6.95,6.95,0,19.82,0.279999999999999,27,1
3,127,8.85,2.5,6.35,17.33,17.33,0,19.83,6.35,12,3
5,93,16.44,13.48,2.96,6.35,6.35,0,19.83,2.96,26,3
82,94,6.65,5.1,1.55,14.73,14.73,0,19.83,1.55,24,2
36,139,8.3,5.94,2.36,13.9,13.9,0,19.84,2.36,24,4
54,33,7.17,6.62,0.55,13.23,13.23,0,19.85,0.55,28,1
75,8,12.92,9.65,3.27,10.21,10.21,0,19.86,3.27,28,4
67,131,16.18,12.91,3.27,6.95,6.95,0,19.86,3.27,29,3
57,75,9.45,6.94,2.51,12.92,12.92,0,19.86,2.51,22,2
139,148,13.9,10.45,3.45,9.42,9.42,0,19.87,3.45,27,3
127,3,17.33,11.03,6.3,8.85,8.85,0,19.88,6.3,25,3
8,132,10.21,8.37,1.84,11.51,11.51,0,19.88,1.84,25,2
62,132,10.02,8.37,1.65,11.51,11.51,0,19.88,1.65,23,2
39,33,7.81,6.65,1.16,13.23,13.23,0,19.88,1.16,28,2
33,82,13.23,13.23,0,6.65,6.65,0,19.88,0,25,0
59,133,9.28,7.08,2.2,12.8,12.8,0,19.88,2.2,28,3
119,14,12.95,11.75,1.2,8.13,8.13,0,19.88,1.2,23,2
57,119,9.45,6.94,2.51,12.95,12.95,0,19.89,2.51,24,2
21,9,19.3,12.55,6.75,7.35,7.35,0,19.9,6.75,28,5
139,57,13.9,10.45,3.45,9.45,9.45,0,19.9,3.45,26,3
9,136,7.35,7.35,0,16.25,12.55,3.7,19.9,3.7,12,0
5,56,16.44,13.48,2.96,6.44,6.44,0,19.92,2.96,24,3
72,71,7.72,6.77,0.95,13.15,13.15,0,19.92,0.95,26,1
76,88,16.68,13.77,2.91,6.17,6.17,0,19.94,2.91,28,4
76,8,16.68,13.77,2.91,10.21,6.19,4.02,19.96,6.93,13,4
57,23,9.45,6.94,2.51,13.02,13.02,0,19.96,2.51,12,2
143,31,18.72,15.15,3.57,4.82,4.82,0,19.97,3.57,26,3
8,119,10.21,8.37,1.84,12.95,11.6,1.35,19.97,3.19,14,2
133,72,12.8,12.25,0.550000000000001,7.72,7.72,0,19.97,0.550000000000001,27,1
49,62,12.68,11.67,1.01,10.02,8.3,1.72,19.97,2.73,14,2
49,36,12.68,11.67,1.01,8.3,8.3,0,19.97,1.01,24,2
102,93,21.08,16.37,4.71,6.35,3.62,2.73,19.99,7.44,13,3
3,60,8.85,2.5,6.35,17.5,17.5,0,20,6.35,27,3
52,145,10,7.64,2.36,12.36,12.36,0,20,2.36,27,3
59,75,9.28,7.08,2.2,12.92,12.92,0,20,2.2,22,3
103,8,11.81,9.79,2.02,10.21,10.21,0,20,2.02,27,3
72,33,7.72,6.77,0.95,13.23,13.23,0,20,0.95,28,1
132,52,11.51,10.02,1.49,10,10,0,20.02,1.49,23,3
59,119,9.28,7.08,2.2,12.95,12.95,0,20.03,2.2,24,3
119,37,12.95,11.75,1.2,8.8,8.28,0.52,20.03,1.72,13,2
132,62,11.51,10.02,1.49,10.02,10.02,0,20.04,1.49,25,3
71,54,13.15,12.87,0.279999999999999,7.17,7.17,0,20.04,0.279999999999999,27,1
31,67,4.82,3.87,0.95,16.18,16.18,0,20.05,0.95,24,1
94,131,14.73,13.11,1.62,6.95,6.95,0,20.06,1.62,28,3
133,39,12.8,12.25,0.550000000000001,7.81,7.81,0,20.06,0.550000000000001,25,1
67,54,16.18,12.91,3.27,7.17,7.17,0,20.08,3.27,29,3
133,53,12.8,12.25,0.550000000000001,7.83,7.83,0,20.08,0.550000000000001,27,1
57,71,9.45,6.94,2.51,13.15,13.15,0,20.09,2.51,26,2
76,69,16.68,13.77,2.91,6.33,6.33,0,20.1,2.91,13,4
59,23,9.28,7.08,2.2,13.02,13.02,0,20.1,2.2,12,3
14,58,8.13,5.68,2.45,14.43,14.43,0,20.11,2.45,22,3
54,74,7.17,6.62,0.55,13.49,13.49,0,20.11,0.55,27,1
76,93,16.68,13.77,2.91,6.35,6.35,0,20.12,2.91,26,4
82,107,6.65,5.1,1.55,15.02,15.02,0,20.12,1.55,23,2
31,136,4.82,3.87,0.95,16.25,16.25,0,20.12,0.95,24,1
5,82,16.44,13.48,2.96,6.65,6.65,0,20.13,2.96,26,3
136,61,16.25,14.2,2.05,5.93,5.93,0,20.13,2.05,27,3
39,74,7.81,6.65,1.16,13.49,13.49,0,20.14,1.16,27,2
58,37,14.43,11.35,3.08,8.8,8.8,0,20.15,3.08,27,4
9,133,7.35,7.35,0,12.8,12.8,0,20.15,0,28,0
57,33,9.45,6.94,2.51,13.23,13.23,0,20.17,2.51,28,2
8,103,10.21,8.37,1.84,11.81,11.81,0,20.18,1.84,25,2
62,103,10.02,8.37,1.65,11.81,11.81,0,20.18,1.65,23,2
33,131,13.23,13.23,0,6.95,6.95,0,20.18,0,27,0
58,3,14.43,11.35,3.08,8.85,8.85,0,20.2,3.08,26,4
54,10,7.17,6.62,0.55,13.58,13.58,0,20.2,0.55,24,1
87,61,18.99,14.27,4.72,5.93,5.93,0,20.2,4.72,27,4
76,56,16.68,13.77,2.91,6.44,6.44,0,20.21,2.91,24,4
37,145,8.8,7.85,0.95,12.36,12.36,0,20.21,0.95,27,1
145,37,12.36,11.41,0.949999999999999,8.8,8.8,0,20.21,0.949999999999999,27,1
71,9,13.15,12.87,0.279999999999999,7.35,7.35,0,20.22,0.279999999999999,28,1
132,8,11.51,10.02,1.49,10.21,10.21,0,20.23,1.49,27,3
59,71,9.28,7.08,2.2,13.15,13.15,0,20.23,2.2,26,3
39,10,7.81,6.65,1.16,13.58,13.58,0,20.23,1.16,24,2
10,26,13.58,9.52,4.06,10.72,10.72,0,20.24,4.06,26,3
60,78,17.5,15.85,1.65,4.4,4.4,0,20.25,1.65,29,2
67,9,16.18,12.91,3.27,7.35,7.35,0,20.26,3.27,30,3
72,74,7.72,6.77,0.95,13.49,13.49,0,20.26,0.95,27,1
74,72,13.49,12.54,0.949999999999999,7.72,7.72,0,20.26,0.949999999999999,27,1
148,136,9.42,7.92,1.5,16.25,12.34,3.91,20.26,5.41,12,2
21,72,19.3,12.55,6.75,7.72,7.72,0,20.27,6.75,26,5
9,75,7.35,7.35,0,12.92,12.92,0,20.27,0,22,0
58,57,14.43,11.35,3.08,9.45,8.93,0.52,20.28,3.6,14,4
94,54,14.73,13.11,1.62,7.17,7.17,0,20.28,1.62,28,3
114,91,11.25,4.4,6.85,15.89,15.89,0,20.29,6.85,23,5
9,119,7.35,7.35,0,12.95,12.95,0,20.3,0,24,0
127,59,17.33,11.03,6.3,9.28,9.28,0,20.31,6.3,23,3
59,33,9.28,7.08,2.2,13.23,13.23,0,20.31,2.2,28,3
31,5,4.82,3.87,0.95,16.44,16.44,0,20.31,0.95,24,1
133,59,12.8,12.25,0.550000000000001,9.28,8.06,1.22,20.31,1.77,13,1
92,93,18.27,16.07,2.2,6.35,4.25,2.1,20.32,4.3,14,2
9,74,7.35,7.35,0,13.49,12.97,0.52,20.32,0.52,14,0
93,91,6.35,4.45,1.9,15.89,15.89,0,20.34,1.9,24,2
52,58,10,7.64,2.36,14.43,12.71,1.72,20.35,4.08,11,3
72,10,7.72,6.77,0.95,13.58,13.58,0,20.35,0.95,24,1
74,39,13.49,12.54,0.949999999999999,7.81,7.81,0,20.35,0.949999999999999,25,1
21,39,19.3,12.55,6.75,7.81,7.81,0,20.36,6.75,24,5
36,58,8.3,5.94,2.36,14.43,14.43,0,20.37,2.36,23,4
136,88,16.25,14.2,2.05,6.17,6.17,0,20.37,2.05,29,3
74,53,13.49,12.54,0.949999999999999,7.83,7.83,0,20.37,0.949999999999999,27,1
9,23,7.35,7.35,0,13.02,13.02,0,20.37,0,25,0
75,26,12.92,9.65,3.27,10.72,10.72,0,20.37,3.27,27,4
21,53,19.3,12.55,6.75,7.83,7.83,0,20.38,6.75,26,5
133,14,12.8,12.25,0.550000000000001,8.13,8.13,0,20.38,0.550000000000001,24,1
136,8,16.25,14.2,2.05,10.21,6.19,4.02,20.39,6.07,14,3
33,54,13.23,13.23,0,7.17,7.17,0,20.4,0,27,0
14,94,8.13,5.68,2.45,14.73,14.73,0,20.41,2.45,24,3
76,82,16.68,13.77,2.91,6.65,6.65,0,20.42,2.91,26,4
5,131,16.44,13.48,2.96,6.95,6.95,0,20.43,2.96,28,3
87,88,18.99,14.27,4.72,6.17,6.17,0,20.44,4.72,29,4
52,133,10,7.64,2.36,12.8,12.8,0,20.44,2.36,28,3
127,148,17.33,11.03,6.3,9.42,9.42,0,20.45,6.3,26,3
53,58,7.83,6.02,1.81,14.43,14.43,0,20.45,1.81,24,2
139,52,13.9,10.45,3.45,10,10,0,20.45,3.45,24,3
87,8,18.99,14.27,4.72,10.21,6.19,4.02,20.46,8.74,14,4
94,9,14.73,13.11,1.62,7.35,7.35,0,20.46,1.62,29,3
139,62,13.9,10.45,3.45,10.02,10.02,0,20.47,3.45,26,3
92,78,18.27,16.07,2.2,4.4,4.4,0,20.47,2.2,28,2
